group,bottleneck,field,pattern,required_check,A_value,B_value,AB_value,detail,result,ab_kind,constraint_template,constraint_category,rm_odp_viewpoint,evaluation_mode,verdict,explanation,adaptation,in_paper_appendix
3,Acknowledgment Protocol Mismatch,acknowledgment_protocols,Loose,Pattern-graded requirement,,,,Loose requires at least one side (or AB) to declare this.,Missing,INTENDED,Synchronization Compatibility,RuntimeLevel,Engineering,LLMAssisted,Gap,,,True
3,Communication Mechanism Mismatch,communication_mechanism,Loose,Pattern-graded requirement,,,,Both sides or AB canonical interface required.,Missing,INTENDED,Interface Compatibility,RuntimeLevel,Computational,LLMAssisted,Gap,,,True
3,Conceptual Quality Gap,Authors’ Unique Identifier,Loose,Pattern-agnostic,"øyvind breivik; https, / / orcid.org / 0000-0001-7016-8023; model developer, wave-ocean coupling experiments, diagnostics","jean-marc molines; core developer nemo ocean dynamics, configurations; øyvind breivik; wave-ocean coupling implementation, experiment design",,Both provide metadata.,Match,INTENDED,Conceptual Quality Evidence,PatternAgnostic,Domain,LLMAssisted,Match,,,True
3,Conceptual Quality Gap,Calibration Tools/Data,Loose,Pattern-agnostic,"operationally tuned, validated against satellite altimetry, buoy observations, reanalysis products e.g., era-interim wave reanalysis .","tuned using observed climatologies, reanalyses, including oras4, en3 temperature, salinity profiles, oi_v2 sst. wave-aware experiments compare ocean-only, coupled runs against these datasets.",,Both provide metadata.,Match,INTENDED,Conceptual Quality Evidence,PatternAgnostic,Domain,LLMAssisted,Match,,,True
3,Conceptual Quality Gap,Conceptual Model Evaluation,Loose,Pattern-agnostic,"operational at ecmwf, physics thoroughly documented as a third-generation spectral wave model. in breivik et al. 2015 , ecwam-derived fluxes are shown to reduce sst, mixed-layer biases when used to force nemo.","widely validated in cmip, operational contexts. wave-aware experiments demonstrate that including sea-state dependent stress, stokes-coriolis forcing, wave-breaking tke flux reduces sst, mixed-layer biases, yields a more realistic ocean heat content trend relative to oras4.",,Both provide metadata.,Match,INTENDED,Conceptual Quality Evidence,PatternAgnostic,Domain,LLMAssisted,Match,,,True
3,Conceptual Quality Gap,Links to Publications & Reports,Loose,Pattern-agnostic,"janssen, p. a. e. m. 2004. the interaction of ocean waves, wind.; breivik et al. 2015, jgr oceans, surface wave effects in the nemo ocean model - forced, coupled experiments.","madec, g. 2008 / 2012. nemo reference manual.; breivik et al. 2015, jgr oceans, surface wave effects in the nemo ocean model - forced, coupled experiments.",,Both provide metadata.,Match,INTENDED,Conceptual Quality Evidence,PatternAgnostic,Domain,LLMAssisted,Match,,,True
3,Conceptual Quality Gap,Sensitivity Analysis,Loose,Pattern-agnostic,"tuning of drag, dissipation, nonlinear source terms, sensitivity to spectral resolution, wind forcing products.","parameter sensitivity of mixing etau, langmuir mixing , drag formulations, wave-effect options on / off . experiments such as nolc no langmuir , noetau no etau quantify the relative impact of langmuir versus empirical deep mixing.",,Both provide metadata.,Match,INTENDED,Conceptual Quality Evidence,PatternAgnostic,Domain,LLMAssisted,Match,,,True
3,Conceptual Quality Gap,Uncertainty Analysis,Loose,Pattern-agnostic,"scenario, ensemble configurations using alternative drag / mixing parameterizations, forcings.","ensemble, scenario runs with different mixing configurations, forcings era-interim vs others , coupling setups forced vs fully coupled ifs-ecwam-nemo .",,Both provide metadata.,Match,INTENDED,Conceptual Quality Evidence,PatternAgnostic,Domain,LLMAssisted,Match,,,True
3,Conceptual Quality Gap,Validation Capabilities,Loose,Pattern-agnostic,"validated in hindcast, operational forecast modes versus buoy, satellite significant wave height, mean period, directional spectra.","comparison with argo / en3 profiles, sst analyses e.g., oi_v2 , altimetry, sea-ice datasets via lim , ocean reanalyses e.g., oras4 . wave-aware configurations evaluated using control vs wave-effect experiments ctrl, tauoc, wtke, stcor, wave .",,Both provide metadata.,Match,INTENDED,Conceptual Quality Evidence,PatternAgnostic,Domain,LLMAssisted,Match,,,True
3,Data Schema Mismatch,(A or B).input vs AB.input,Loose,(A or B).input ↔ AB.input (similarity>0),A.in:wind_u10 # m s^-1; wind_v10 # m s^-1; sea_ice_concentration # 0-1 optional; attenuation; drag regime; surface_current_u # m s^-1 optional; from ocean model; surface_current_v # m s^-1 optional; atmospheric winds; ice fields; optional ocean / ice modifiers; optional surface currents; sea-ice fraction for wave-current; wave-ice effects in coupled mode e.g.; ifs-ecwam-nemo framework .; 10 m wind u10; v10; sea-ice concentration attenuation; drag regime selection; bathymetry; coastlines | B.in:stokes_drift_surface_u # m s^-1; stokes_drift_surface_v # m s^-1; stokes_profile_scale # m^-1; inverse depth scale for stokes drift profile; wave_modified_stress_to_ocean # n m^-2 ratio or absolute water-side stress; wave_breaking_tke_flux # w m^-2; sea_ice_concentration # 0-1 from wave / ice system or external forcing; standard atmospheric forcing heat; freshwater; momentum; standard surface forcing plus wave-induced fields from a spectral wave model ecwam when wave coupling is active; provides surface stokes drift; parameters for the vertical stokes drift profile; sea-state dependent water-side stress; breaking-wave tke flux used as upper boundary conditions in nemo.; surface wind stress; heat / freshwater fluxes e.g.; era-interim; runoff; restoring fields; sea-ice fields if lim is enabled,,(none),max=0.00 | missing: AB.input,Missing,INTENDED,Variable Semantic Compatibility,InformationLevel,Information,LLMAssisted,Gap,,,True
