group,bottleneck,field,pattern,required_check,A_value,B_value,AB_value,detail,result,ab_kind,constraint_template,constraint_category,rm_odp_viewpoint,evaluation_mode,verdict,explanation,adaptation,in_paper_appendix
2,Acknowledgment Protocol Mismatch,acknowledgment_protocols,Loose,Pattern-graded requirement,,,,Loose requires at least one side (or AB) to declare this.,Missing,INTENDED,Synchronization Compatibility,RuntimeLevel,Engineering,LLMAssisted,Gap,,,True
2,Communication Mechanism Mismatch,communication_mechanism,Loose,Pattern-graded requirement,,,,Both sides or AB canonical interface required.,Missing,INTENDED,Interface Compatibility,RuntimeLevel,Computational,LLMAssisted,Gap,,,True
2,Conceptual Quality Gap,Authors’ Unique Identifier,Loose,Pattern-agnostic,"stephen l. cornford; ice sheet model design, coordination; xylar s. asay-davis; design of mismip+ protocol","paul r. holland; ocean model physics, melt formulation; xylar s. asay-davis; protocol coordination",,Both provide metadata.,Match,INTENDED,Conceptual Quality Evidence,PatternAgnostic,Domain,LLMAssisted,Match,,,True
2,Conceptual Quality Gap,Calibration Tools/Data,Loose,Pattern-agnostic,,,,Neither provides metadata.,Missing,INTENDED,Conceptual Quality Evidence,PatternAgnostic,Domain,LLMAssisted,Gap,,,True
2,Conceptual Quality Gap,Conceptual Model Evaluation,Loose,Pattern-agnostic,"validated through multi-model intercomparison, comparison to semi-analytical grounding-line solutions.","matches expected plume behavior, melt sensitivity",,Both provide metadata.,Match,INTENDED,Conceptual Quality Evidence,PatternAgnostic,Domain,LLMAssisted,Match,,,True
2,Conceptual Quality Gap,Links to Publications & Reports,Loose,Pattern-agnostic,"asay-davis et al. 2016 , geosci. model dev.; pattyn et al. 2013 , the cryosphere","asay-davis et al. 2016 , geosci. model dev.; holland et al. 2008",,Both provide metadata.,Match,INTENDED,Conceptual Quality Evidence,PatternAgnostic,Domain,LLMAssisted,Match,,,True
2,Conceptual Quality Gap,Sensitivity Analysis,Loose,Pattern-agnostic,"resolution sensitivity, parameter perturbations","resolution, melt formulation tests",,Both provide metadata.,Match,INTENDED,Conceptual Quality Evidence,PatternAgnostic,Domain,LLMAssisted,Match,,,True
2,Conceptual Quality Gap,Uncertainty Analysis,Loose,Pattern-agnostic,"scenario-based melt-rate perturbations, friction laws",scenario-based,,Both provide metadata.,Match,INTENDED,Conceptual Quality Evidence,PatternAgnostic,Domain,LLMAssisted,Match,,,True
2,Conceptual Quality Gap,Validation Capabilities,Loose,Pattern-agnostic,,,,Neither provides metadata.,Missing,INTENDED,Conceptual Quality Evidence,PatternAgnostic,Domain,LLMAssisted,Gap,,,True
2,Data Schema Mismatch,(A or B).input vs AB.input,Loose,(A or B).input ↔ AB.input (similarity>0),A.in:melt_rate; sub-shelf melt-rate fields from isomip+; sub-shelf melt rates used as forcing | B.in:ice_draft_geometry; grounding_line_position; ice geometry from mismip+ runs; ice geometry for ocean cavity model,,(none),max=0.00 | missing: AB.input,Missing,INTENDED,Variable Semantic Compatibility,InformationLevel,Information,LLMAssisted,Gap,,,True
