group,bottleneck,field,pattern,required_check,A_value,B_value,AB_value,detail,result,ab_kind,constraint_template,constraint_category,rm_odp_viewpoint,evaluation_mode,verdict,explanation,adaptation,in_paper_appendix
1,Acknowledgment Protocol Mismatch,acknowledgment_protocols,One-Way,Pattern-graded requirement,,,,Not required for One-Way.,Match,INTEGRATED,Synchronization Compatibility,RuntimeLevel,Engineering,LLMAssisted,Match,,,True
1,Communication Mechanism Mismatch,communication_mechanism,One-Way,Pattern-graded requirement,,,,Not required for One-Way; any declared IO is acceptable.,Match,INTEGRATED,Interface Compatibility,RuntimeLevel,Computational,LLMAssisted,Match,,,True
1,Conceptual Quality Gap,Authors’ Unique Identifier,One-Way,Pattern-agnostic,"kirillin v.; https, / / orcid.org / 0000-0002-9837-2461; zhan q.; https, / / orcid.org / 0000-0002-7765-5155","janse j.h.; https, / / orcid.org / 0000-0003-1636-679x; janssen a.b.g.; zhan q.",,Both provide metadata.,Match,INTEGRATED,Conceptual Quality Evidence,PatternAgnostic,Domain,LLMAssisted,Match,,,True
1,Conceptual Quality Gap,Calibration Tools/Data,One-Way,Pattern-agnostic,"historical meteorological data, in-situ temperature profiles.","empirical calibration with observed nutrients, water quality, biology, pdf study uses dutch generic calibration to avoid overfitting.",,Both provide metadata.,Match,INTEGRATED,Conceptual Quality Evidence,PatternAgnostic,Domain,LLMAssisted,Match,,,True
1,Conceptual Quality Gap,Conceptual Model Evaluation,One-Way,Pattern-agnostic,"evaluated, validated against observed temperature profiles, mixing depths in multiple studies.",extensively validated in >50 lakes,,Both provide metadata.,Match,INTEGRATED,Conceptual Quality Evidence,PatternAgnostic,Domain,LLMAssisted,Match,,,True
1,Conceptual Quality Gap,Links to Publications & Reports,One-Way,Pattern-agnostic,"kirillin et al., 2011; zhan et al., 2023",janse 2005; janse et al. 2010; janssen et al. 2019; zhan et al. 2023,,Both provide metadata.,Match,INTEGRATED,Conceptual Quality Evidence,PatternAgnostic,Domain,LLMAssisted,Match,,,True
1,Conceptual Quality Gap,Sensitivity Analysis,One-Way,Pattern-agnostic,"boundary-condition sensitivity wind, albedo, etc.",manual or automated sensitivity tests,,Both provide metadata.,Match,INTEGRATED,Conceptual Quality Evidence,PatternAgnostic,Domain,LLMAssisted,Match,,,True
1,Conceptual Quality Gap,Uncertainty Analysis,One-Way,Pattern-agnostic,scenario-based uncertainty assessment,"scenarios, monte carlo",,Both provide metadata.,Match,INTEGRATED,Conceptual Quality Evidence,PatternAgnostic,Domain,LLMAssisted,Match,,,True
1,Conceptual Quality Gap,Validation Capabilities,One-Way,Pattern-agnostic,validated against observed lake data,"validated with long-term data, pdf validation metrics include, - o2 r²=0.36, tn r²=0.40, - total chl-a r²=0.44.",,Both provide metadata.,Match,INTEGRATED,Conceptual Quality Evidence,PatternAgnostic,Domain,LLMAssisted,Match,,,True
1,Data Schema Mismatch,A.input vs AB.input,One-Way,A.input ↔ AB.input (similarity>0),meteorological forcing wind; radiation; temperature; humidity,,(none),sim=0.00 | missing: AB.input,Missing,INTEGRATED,Variable Semantic Compatibility,InformationLevel,Information,LLMAssisted,Gap,,,True
1,Data Schema Mismatch,A.output,One-Way,A.output ↔ B.input (≥1 semantic match),water temperature profile; mixing depth; ice thickness,temperature profile + mixing depth from flake; meteorological data hourly in pdf; nutrient load data; bathymetry; hydrology,,mixing depth ↔ temperature profile + mixing depth from flake (0.90),Match,INTEGRATED,Variable Semantic Compatibility,InformationLevel,Information,LLMAssisted,Match,,,True
1,Data Schema Mismatch,B.output vs AB.output,One-Way,B.output ↔ AB.output (similarity>0),,nutrients; phytoplankton groups; macrophytes; oxygen; ecosystem service indicators,thermal structure; mixing depth; nutrient concentrations; phytoplankton groups; macrophytes; oxygen; ecosystem service scores 0-1,sim=0.68,Match,INTEGRATED,Variable Semantic Compatibility,InformationLevel,Information,LLMAssisted,Match,,,True
1,Data Synchronization,data_synchronization,One-Way,Pattern-graded requirement,post-run file exchange,file-based,sequential forcing,Not required for One-Way.,Match,INTEGRATED,Synchronization Compatibility,RuntimeLevel,Engineering,LLMAssisted,Match,,,True
1,Dimensionality Mismatch,dimensionality,One-Way,Common exchanged variables align semantically (or a declared conversion bridges them),1d vertical,1d,1d,A<->B token-sim=0.50 (>0 means aligned),Match,INTEGRATED,Dimensionality Compatibility,InformationLevel,Information,Deterministic,Match,Deterministic check: A<->B token-sim=0.50 (>0 means aligned),No adaptation required.,True
1,Distribution Version Mismatch,distribution_version,One-Way,Pattern-graded similarity/equality,2023.1,2023.1,,A↔B token-sim=1.00 (> 0.00),Match,INTEGRATED,Execution Environment Compatibility,RuntimeLevel,Technology,LLMAssisted,Match,,,True
1,Error Handling Mismatch,error_handling,One-Way,Pattern-graded requirement,"basic input validation, logs runtime errors","input validation, logging",handled by individual model components,At least one of A/B/AB must define error handling.,Match,INTEGRATED,Error-Handling Compatibility,RuntimeLevel,Computational,LLMAssisted,Match,,,True
1,Execution Constraint Mismatch,execution_constraints,One-Way,Pattern-graded requirement,"file-based data transfer, no feedback","consumes flake outputs, no return flow","sequential, common timestep",Not required for One-Way.,Match,INTEGRATED,Execution Ordering Compatibility,RuntimeLevel,Engineering,Deterministic,Match,Deterministic check: Not required for One-Way.,No adaptation required.,True
1,Execution Instruction Gap,execution_instructions,One-Way,Require A only,run via command line or r / python wrappers. config files define lake-specific parameters.,,,Producer (A) must provide run instructions.,Match,INTEGRATED,Execution Environment Compatibility,RuntimeLevel,Technology,LLMAssisted,Match,,,True
1,Execution Instruction Gap,execution_instructions,One-Way,B optional in One-Way,,run via c++ binary or r script with yaml / json configs.,,B optional,Match,INTEGRATED,Execution Environment Compatibility,RuntimeLevel,Technology,LLMAssisted,Match,,,True
1,File Format Mismatch,file_formats,One-Way,Not required at this pattern,,,,Absent but optional for this pattern.,Match,INTEGRATED,Data Format Compatibility,InformationLevel,Information,Deterministic,Match,Deterministic check: Absent but optional for this pattern.,No adaptation required.,True
1,Hardware Resource Mismatch,hardware_specification_and_requirements,One-Way,Pattern-graded similarity/equality,standard desktop / server,standard desktop / server,,A↔B token-sim=1.00 (> 0.00),Match,INTEGRATED,Execution Environment Compatibility,RuntimeLevel,Technology,LLMAssisted,Match,,,True
1,Implementation Verification Gap,implementation_verification (A),One-Way,Presence required,verified in peer-reviewed applications; compared to observed vertical temperature data,,,A provides metadata,Match,INTEGRATED,(auxiliary) Implementation Verification Gap / implementation_verification (A),RuntimeLevel,Technology,Deterministic,Match,Deterministic check: A provides metadata,No adaptation required.,False
1,Implementation Verification Gap,implementation_verification (B),One-Way,Optional for One-Way (B),peer-reviewed validation; field data comparisons,,,Optional for B in One-Way.,Match,INTEGRATED,(auxiliary) Implementation Verification Gap / implementation_verification (B),RuntimeLevel,Technology,Deterministic,Match,Deterministic check: Optional for B in One-Way.,No adaptation required.,False
1,Landing Page Gap,landing_page (A),One-Way,Presence required,"https, / / github.com / aemon-j / flaker",,,A provides landing page,Match,INTEGRATED,(auxiliary) Landing Page Gap / landing_page (A),RuntimeLevel,Technology,Deterministic,Match,Deterministic check: A provides landing page,No adaptation required.,False
1,Landing Page Gap,landing_page (B),One-Way,Presence required,"https, / / github.com / pcmodel / pcmodel",,,B provides landing page,Match,INTEGRATED,(auxiliary) Landing Page Gap / landing_page (B),RuntimeLevel,Technology,Deterministic,Match,Deterministic check: B provides landing page,No adaptation required.,False
1,Latency Expectation Mismatch,latency_expectations,One-Way,Pattern-graded requirement,batch / offline,batch / offline,synchronous / stepwise file transfer,Not required for One-Way.,Match,INTEGRATED,Latency Compatibility,RuntimeLevel,Engineering,LLMAssisted,Match,,,True
1,License Incompatibility,license,One-Way,Pattern-graded requirement,gnu gpl,gnu gpl,,A↔B token-sim=1.00 (> 0.00),Match,INTEGRATED,License Compatibility,RuntimeLevel,Technology,LLMAssisted,Match,,,True
1,Operating Environment Mismatch,operating_system,One-Way,Declared operating systems must overlap,,,,Operating system not declared on one or both sides.,Missing,INTEGRATED,Operating Environment Compatibility,RuntimeLevel,Technology,Deterministic,Gap,Deterministic check: Operating system not declared on one or both sides.,Provide the missing metadata field(s) for both models before this constraint can be assessed.,True
1,Parallel Execution Incompatibility,parallel_execution,One-Way,Pattern-graded requirement,false,false,false,Not required for One-Way.,Match,INTEGRATED,Execution Constraint Compatibility,RuntimeLevel,Engineering,LLMAssisted,Match,,,True
1,Programming Language Incompatibility,programming_language,One-Way,Pattern-graded similarity/equality,fortran core; r interface; python interface,c++; r wrapper,"fortran flake; c++ pclake+; r, python wrappers",A↔B token-sim=0.00 (> 0.00),Mismatch,INTEGRATED,Execution Environment Compatibility,RuntimeLevel,Technology,LLMAssisted,Mismatch,,,True
1,Semantic Mismatch,Assumptions,One-Way,Coverage threshold ≥ 0.50,vertical processes dominate 1d structure; lateral homogeneity; energy balance drives stratification; meteorological forcing sufficiently describes external conditions,1d vertical structure is sufficient; external loads dominate nutrient inputs; no feedback to physical model,physical processes drive ecological responses; no feedback from ecology to physics; threshold-based es suitability is representative of real conditions,"A→AB:0.12 (covered: conditions, processes) | B→AB:0.24 (covered: feedback, is, no, physical) | A∪B→AB:0.35 (covered: conditions, feedback, is, no, physical, processes) | uncovered_AB: based, drive, ecological, ecology, es, physics, real, representative, responses, suitability, threshold",Mismatch,INTEGRATED,Assumption Compatibility,PatternAgnostic,Domain,LLMAssisted,Mismatch,,,True
1,Semantic Mismatch,Description,One-Way,Coverage threshold ≥ 0.50,"flake is a one-dimensional lake physics model simulating vertical thermal structure, stratification, heat fluxes, mixing depth, ice cover. it predicts mixing regimes, thermal profiles under meteorological or climate change scenarios. outputs are used as boundary conditions for ecological models such as pclake+. pdf additions, predicts prolonged summer stratification, reduced winter stratification under warming.; lake-specific constants such as depth, albedo, sediment heat flux coefficients.","a mechanistic ecological model simulating nutrient cycling, phytoplankton, zooplankton, fish, macrophytes, detritus, sediment processes, wetland interactions. supports vertical stratification. pdf additions include, wetland purification, es module extension, hourly meteorological forcing.; constants for biogeochemistry, food webs, sediments; temperature profile + mixing depth from flake","a climate-ecology-ecosystem-services modeling framework. flake simulates stratification, thermal structure under climate scenarios. its outputs mixing depth, temperature profile force pclake+, which simulates nutrient cycling, phytoplankton groups, macrophytes, oxygen, food web dynamics. an ecosystem services es module converts ecological states into es provisioning scores using threshold-based suitability functions.; hourly weather data for forcing flake, pclake+","A→AB:0.27 (covered: climate, depth, ecological, flake, mixing, pclake, pclake+, pclakeplus, scenarios, stratification, structure, thermal) | B→AB:0.36 (covered: cycling, depth, ecological, es, flake, food, forcing, hourly, macrophytes, mixing, module, nutrient, phytoplankton, profile, stratification, temperature) | A∪B→AB:0.51 (covered: climate, cycling, depth, ecological, es, flake, food, forcing, hourly, macrophytes, mixing, module, nutrient, pclake, pclake+, pclakeplus, phytoplankton, profile, scenarios, stratification, structure, temperature, thermal) | uncovered_AB: based, converts, dynamics, ecology, ecosystem, force, functions, groups, its, modeling, oxygen, provisioning, scores, services, simulates, states, suitability, threshold, using, weather, web, which",Match,INTEGRATED,(auxiliary) Semantic Mismatch / Description,PatternAgnostic,Domain,Deterministic,Match,"Deterministic check: A→AB:0.27 (covered: climate, depth, ecological, flake, mixing, pclake, pclake+, pclakeplus, scenarios, stratification, structure, thermal) | B→AB:0.36 (covered: cycling, depth, ecological, es, flake, food, forcing, hourly, macrophytes, mixing, module, nutrient, phytoplankton, profile, stratification, temperature) | A∪B→AB:0.51 (covered: climate, cycling, depth, ecological, es, flake, food, forcing, hourly, macrophytes, mixing, module, nutrient, pclake, pclake+, pclakeplus, phytoplankton, profile, scenarios, stratification, structure, temperature, thermal) | uncovered_AB: based, converts, dynamics, ecology, ecosystem, force, functions, groups, its, modeling, oxygen, provisioning, scores, services, simulates, states, suitability, threshold, using, weather, web, which",No adaptation required.,False
1,Semantic Mismatch,Keywords,One-Way,Coverage threshold ≥ 0.50,lake physics; thermal stratification; mixing depth; heat balance; climate change; aquatic modeling,lake ecology; eutrophication; nutrient cycling; water quality; ecosystem services; restoration; food webs,coupled modeling; stratification; eutrophication; ecosystem services; climate scenarios; restoration scenarios,"A→AB:0.38 (covered: climate, modeling, stratification) | B→AB:0.50 (covered: ecosystem, eutrophication, restoration, services) | A∪B→AB:0.88 (covered: climate, ecosystem, eutrophication, modeling, restoration, services, stratification) | uncovered_AB: scenarios",Match,INTEGRATED,(auxiliary) Semantic Mismatch / Keywords,PatternAgnostic,Domain,Deterministic,Match,"Deterministic check: A→AB:0.38 (covered: climate, modeling, stratification) | B→AB:0.50 (covered: ecosystem, eutrophication, restoration, services) | A∪B→AB:0.88 (covered: climate, ecosystem, eutrophication, modeling, restoration, services, stratification) | uncovered_AB: scenarios",No adaptation required.,False
1,Semantic Mismatch,Model Type,One-Way,Coverage vs AB,"mechanistic, process-based model",mechanistic,,AB value missing.,Missing,INTEGRATED,(auxiliary) Semantic Mismatch / Model Type,PatternAgnostic,Domain,Deterministic,Gap,Deterministic check: AB value missing.,Provide the missing metadata field(s) for both models before this constraint can be assessed.,False
1,Semantic Mismatch,Model Version,One-Way,A or B must equal AB exactly,2023.1,2023.1,1.0,A==AB:×; B==AB:×,Mismatch,INTEGRATED,(auxiliary) Semantic Mismatch / Model Version,PatternAgnostic,Domain,Deterministic,Mismatch,Deterministic check: A==AB:×; B==AB:×,Introduce an explicit mediation/adaptation step to resolve this incompatibility before integration.,False
1,Semantic Mismatch,Purpose & Pattern,One-Way,Coverage threshold ≥ 0.50,"forecast lake thermal stratification, mixing depth for climate, water quality studies; one-way data provider to ecological or water quality models","simulate ecological responses to nutrients, climate, restoration; consumes boundary conditions from external physical models","simulate the combined physical, ecological, ecosystem-service response of lakes to climate change, management interventions.; one-way sequential coupling physical → ecological → es; one-way","A→AB:0.24 (covered: climate, ecological, one, way) | B→AB:0.24 (covered: climate, ecological, physical, simulate) | A∪B→AB:0.35 (covered: climate, ecological, one, physical, simulate, way) | uncovered_AB: change, combined, coupling, ecosystem, es, interventions, lakes, management, response, sequential, service",Mismatch,INTEGRATED,Purpose Compatibility,PatternAgnostic,Domain,LLMAssisted,Mismatch,,,True
1,Semantic Mismatch,Scope,One-Way,Coverage threshold ≥ 0.50,"simulation of temperature dynamics, vertical mixing in freshwater lakes","freshwater lakes shallow, deep","lakes, artificial water bodies","A→AB:0.25 (covered: lakes) | B→AB:0.25 (covered: lakes) | A∪B→AB:0.25 (covered: lakes) | uncovered_AB: artificial, bodies, water",Mismatch,INTEGRATED,Scope Compatibility,PatternAgnostic,Domain,LLMAssisted,Mismatch,,,True
1,Semantic Mismatch,Title,One-Way,Coverage threshold ≥ 0.50,"flake, a one-dimensional lake physics model; flake_static_parameters; kirillin v.; zhan q.","pclake+, a process-based ecological model for lakes; pclakeplus_static_parameters; janse j.h.; janssen a.b.g.; zhan q.",integrated flake → pclake+ → ecosystem services framework; extracted from pdf study,"A→AB:0.10 (covered: flake) | B→AB:0.30 (covered: pclake, pclake+, pclakeplus) | A∪B→AB:0.40 (covered: flake, pclake, pclake+, pclakeplus) | uncovered_AB: ecosystem, extracted, integrated, pdf, services, study",Mismatch,INTEGRATED,(auxiliary) Semantic Mismatch / Title,PatternAgnostic,Domain,Deterministic,Mismatch,"Deterministic check: A→AB:0.10 (covered: flake) | B→AB:0.30 (covered: pclake, pclake+, pclakeplus) | A∪B→AB:0.40 (covered: flake, pclake, pclake+, pclakeplus) | uncovered_AB: ecosystem, extracted, integrated, pdf, services, study",Introduce an explicit mediation/adaptation step to resolve this incompatibility before integration.,False
1,Software Environment Mismatch,software_specification_and_requirements,One-Way,Pattern-graded similarity/equality,"fortran compiler or r / python build environment; meteorological forcing wind, radiation, temperature, humidity","c++ compiler, pcmodel r package; meteorological data hourly in pdf; nutrient load data; bathymetry; hydrology",flake compiled environment; pcmodel r package; pclake+ c++ binary,A↔B token-sim=0.10 (> 0.00),Match,INTEGRATED,Execution Environment Compatibility,RuntimeLevel,Technology,LLMAssisted,Match,,,True
1,Source Code Availability Gap,availability_of_source_code (A),One-Way,Optional at this pattern,,,,Optional.,Match,INTEGRATED,(auxiliary) Source Code Availability Gap / availability_of_source_code (A),RuntimeLevel,Technology,Deterministic,Match,Deterministic check: Optional.,No adaptation required.,False
1,Source Code Availability Gap,availability_of_source_code (B),One-Way,Optional for One-Way (B),,,,Optional for B in One-Way.,Match,INTEGRATED,(auxiliary) Source Code Availability Gap / availability_of_source_code (B),RuntimeLevel,Technology,Deterministic,Match,Deterministic check: Optional for B in One-Way.,No adaptation required.,False
1,Spatial Coverage Mismatch,spatial_extent_coverage,One-Way,Common exchanged variables align semantically (or a declared conversion bridges them),single lake water column,lake water column,vertical lake column,A<->B token-sim=0.75 (>0 means aligned),Match,INTEGRATED,(auxiliary) Spatial Coverage Mismatch / spatial_extent_coverage,RuntimeLevel,Information,Deterministic,Match,Deterministic check: A<->B token-sim=0.75 (>0 means aligned),No adaptation required.,False
1,Spatial Resolution Mismatch,spatial_resolution,One-Way,Common exchanged variables align semantically (or a declared conversion bridges them),user-defined depth layers typically 1-20,discrete vertical layers,"layered structure inherited from flake, pclake+",A<->B token-sim=0.14 (>0 means aligned),Match,INTEGRATED,Spatial Resolution Compatibility,InformationLevel,Information,Deterministic,Match,Deterministic check: A<->B token-sim=0.14 (>0 means aligned),No adaptation required.,True
