group,bottleneck,field,pattern,required_check,A_value,B_value,AB_value,detail,result,ab_kind,constraint_template,constraint_category,rm_odp_viewpoint,evaluation_mode,verdict,explanation,adaptation,in_paper_appendix
7,Acknowledgment Protocol Mismatch,acknowledgment_protocols,Integrated,Pattern-graded requirement,"fabm registry declares variables, coupling fields, model logs coupling status, failed exchanges.; coupling through fabm middleware, attribution to gotm, fabm developers.","fabm configuration, documentation reference pclake+ developers, fabm team, users instructed to cite relevant pclake+, fabm publications.",,Both sides present.,Match,INTENDED,Synchronization Compatibility,RuntimeLevel,Engineering,LLMAssisted,Match,,,True
7,Communication Mechanism Mismatch,communication_mechanism,Integrated,Pattern-graded requirement,,,,Integrated requires both sides to declare mechanism.,Missing,INTENDED,Interface Compatibility,RuntimeLevel,Computational,LLMAssisted,Gap,,,True
7,Conceptual Quality Gap,Authors’ Unique Identifier,Integrated,Pattern-agnostic,"karsten bolding; gotm, gotm-fabm development","arie b.g. janssen; ecological model development, fabm implementation",,Both provide metadata.,Match,INTENDED,Conceptual Quality Evidence,PatternAgnostic,Domain,LLMAssisted,Match,,,True
7,Conceptual Quality Gap,Calibration Tools/Data,Integrated,Pattern-agnostic,"site-specific temperature, salinity profiles, occasional turbulence observations","biological monitoring data, nutrient load records, case-study calibration datasets.",,Both provide metadata.,Match,INTENDED,Conceptual Quality Evidence,PatternAgnostic,Domain,LLMAssisted,Match,,,True
7,Conceptual Quality Gap,Conceptual Model Evaluation,Integrated,Pattern-agnostic,"widely benchmarked for estuaries, coastal seas, lakes, used as reference 1d turbulence column.","well-established pclake+ formulation with documented fabm implementation, validations.",,Both provide metadata.,Match,INTENDED,Conceptual Quality Evidence,PatternAgnostic,Domain,LLMAssisted,Match,,,True
7,Conceptual Quality Gap,Links to Publications & Reports,Integrated,Pattern-agnostic,"burchard et al., 1999; bruggeman, bolding, 2014","janssen et al., 2019",,Both provide metadata.,Match,INTENDED,Conceptual Quality Evidence,PatternAgnostic,Domain,LLMAssisted,Match,,,True
7,Conceptual Quality Gap,Sensitivity Analysis,Integrated,Pattern-agnostic,"configuration-based sensitivity tests for turbulence schemes, surface forcing.","supports manual, automated parameter sensitivity tools within the pclake+ / fabm environment.",,Both provide metadata.,Match,INTENDED,Conceptual Quality Evidence,PatternAgnostic,Domain,LLMAssisted,Match,,,True
7,Conceptual Quality Gap,Uncertainty Analysis,Integrated,Pattern-agnostic,"scenario-based exploration of forcing, parameter choices.","scenario, ensemble runs with perturbed forcings, parameters.",,Both provide metadata.,Match,INTENDED,Conceptual Quality Evidence,PatternAgnostic,Domain,LLMAssisted,Match,,,True
7,Conceptual Quality Gap,Validation Capabilities,Integrated,Pattern-agnostic,"profile comparisons of temperature, salinity, mixed-layer depth against observations.","validated on multiple lakes worldwide using long-term nutrient, biomass records.",,Both provide metadata.,Match,INTENDED,Conceptual Quality Evidence,PatternAgnostic,Domain,LLMAssisted,Match,,,True
7,Data Schema Mismatch,(A or B).input vs AB.input,Integrated,(A or B).input ↔ AB.input (similarity>0),A.in:meteorological forcing wind; air temperature; humidity; radiation; initial temperature; salinity profiles; bio-optical feedback kd_bio; heat flux feedback q_bio; surface albedo / wind-drag modifiers; meteorological forcing; boundary conditions; initial hydrodynamic state; additionally receives ecological feedback variables from fabm submodels. | B.in:temperature profile; turbulent mixing coefficients kz; scalar irradiance / par; salinity profile where relevant; physical; chemical drivers provided by gotm or another fabm-enabled host via in-memory fabm api.; physical hydrodynamic; optical drivers from gotm via fabm api.,,(none),max=0.00 | missing: AB.input,Missing,INTENDED,Variable Semantic Compatibility,InformationLevel,Information,LLMAssisted,Gap,,,True
7,Data Schema Mismatch,(A or B).output vs AB.output,Integrated,(A or B).output ↔ AB.output (similarity>0),A.out:temperature profile; salinity profile; turbulent mixing coefficients kz; scalar irradiance / par | B.out:nutrient concentrations n; p; si; phytoplankton biomass; macrophyte biomass; zooplankton biomass; oxygen concentration; bio-optical properties kd_bio; heat production due to light absorption q_bio; surface albedo / drag modifiers,,physical state variables t; s; kz; par; nutrient concentrations; phytoplankton biomass; macrophyte biomass; zooplankton biomass; oxygen concentration; bio-optical properties kd_bio; heat production due to light absorption q_bio,max=0.96,Match,INTENDED,Variable Semantic Compatibility,InformationLevel,Information,LLMAssisted,Match,,,True
