group,bottleneck,field,pattern,required_check,A_value,B_value,AB_value,detail,result,ab_kind,constraint_template,constraint_category,rm_odp_viewpoint,evaluation_mode,verdict,explanation,adaptation,in_paper_appendix
9,Acknowledgment Protocol Mismatch,acknowledgment_protocols,Loose,Pattern-graded requirement,"users should acknowledge canesm2 / canam4, fyfe et al. 2013 in publications using coupled outputs.",,,Loose requires at least one side (or AB) to declare this.,Match,INTEGRATED,Synchronization Compatibility,RuntimeLevel,Engineering,LLMAssisted,Match,,,True
9,Communication Mechanism Mismatch,communication_mechanism,Loose,Pattern-graded requirement,,,,Both sides or AB canonical interface required.,Missing,INTEGRATED,Interface Compatibility,RuntimeLevel,Computational,LLMAssisted,Gap,,,True
9,Conceptual Quality Gap,Authors’ Unique Identifier,Loose,Pattern-agnostic,"fyfe, j.c.; modeling, climate simulation","fyfe, j.c.; coupled modeling",,Both provide metadata.,Match,INTEGRATED,Conceptual Quality Evidence,PatternAgnostic,Domain,LLMAssisted,Match,,,True
9,Conceptual Quality Gap,Calibration Tools/Data,Loose,Pattern-agnostic,"tuned against observed climatology, reanalysis e.g., winds, temperature, precipitation","tuned against ocean reanalysis products, climatological temperature / salinity, heat-content observations",,Both provide metadata.,Match,INTEGRATED,Conceptual Quality Evidence,PatternAgnostic,Domain,LLMAssisted,Match,,,True
9,Conceptual Quality Gap,Conceptual Model Evaluation,Loose,Pattern-agnostic,"extensively used, evaluated within cmip5 / canesm2 experiments",used as the ocean component in canesm2 cmip5 simulations,,Both provide metadata.,Match,INTEGRATED,Conceptual Quality Evidence,PatternAgnostic,Domain,LLMAssisted,Match,,,True
9,Conceptual Quality Gap,Links to Publications & Reports,Loose,Pattern-agnostic,"fyfe et al., 2013","fyfe et al., 2013",,Both provide metadata.,Match,INTEGRATED,Conceptual Quality Evidence,PatternAgnostic,Domain,LLMAssisted,Match,,,True
9,Conceptual Quality Gap,Sensitivity Analysis,Loose,Pattern-agnostic,"supported via parameter perturbations, multi-member ensembles","supported via coupled perturbation experiments, parameter variations",,Both provide metadata.,Match,INTEGRATED,Conceptual Quality Evidence,PatternAgnostic,Domain,LLMAssisted,Match,,,True
9,Conceptual Quality Gap,Uncertainty Analysis,Loose,Pattern-agnostic,scenario-based ensembles for different forcing pathways,exploration of long-term variability under different forcing scenarios,,Both provide metadata.,Match,INTEGRATED,Conceptual Quality Evidence,PatternAgnostic,Domain,LLMAssisted,Match,,,True
9,Conceptual Quality Gap,Validation Capabilities,Loose,Pattern-agnostic,"validated against reanalyses, satellite datasets for key climate fields","evaluated against observed ocean heat content, sst, large-scale circulation patterns",,Both provide metadata.,Match,INTEGRATED,Conceptual Quality Evidence,PatternAgnostic,Domain,LLMAssisted,Match,,,True
9,Data Schema Mismatch,(A or B).input vs AB.input,Loose,(A or B).input ↔ AB.input (similarity>0),A.in:sea surface temperature sst; sea surface salinity sss optional; sea ice concentration sic; sea ice thickness sith optional; ocean surface currents u_ocean; v_ocean; sea surface height ssh optional; ocean lower-boundary; sea-ice fields from ncom1.3 provided via the canesm2 internal coupler when running in coupled mode; prescribed sst / sic fields when run in atmosphere-only mode. | B.in:surface wind stress tau_x; tau_y; 10 m wind u10; v10 optional; net shortwave radiation at surface sw_down; net longwave radiation at surface lw_down; sensible heat flux q_sens; latent heat flux q_lat; precipitation rate p; evaporation rate e; freshwater flux p_minus_e; runoff flux r optional; mean sea level pressure mslp; downwelling par at surface optional; atmospheric surface forcing from canam4 exchanged via the canesm2 internal coupler; including momentum; heat; freshwater fluxes; related surface fields.; atmospheric surface fluxes; pressure forcing for ocean surface boundary conditions via canesm2 coupler,,external forcings ghgs; aerosols; solar; land use; initial 3d atmosphere fields; initial ocean t / s; currents,max=0.09,Match,INTEGRATED,Variable Semantic Compatibility,InformationLevel,Information,LLMAssisted,Match,,,True
