group,bottleneck,field,pattern,required_check,A_value,B_value,AB_value,detail,result,ab_kind
10,Acknowledgment Protocol Mismatch,acknowledgment_protocols,Embedded,Pattern-graded requirement,,,,"Embedded requires A, B, and AB to declare this.",Missing,INTEGRATED
10,Communication Mechanism Mismatch,communication_mechanism,Embedded,Pattern-graded requirement,,,,"Embedded requires A, B, and AB to declare mechanism.",Missing,INTEGRATED
10,Conceptual Quality Gap,Authors’ Unique Identifier,Embedded,Pattern-agnostic,"p. r. oke; https, / / orcid.org / 0000-0002-5670-8435; model development, evaluation; a. schiller; https, / / orcid.org / 0000-0002-8741-6426; coupling, validation; r. j. matear; https, / / orcid.org / 0000-0001-6811-4422; biogeochemical model integration wombat","r. j. matear; https, / / orcid.org / 0000-0001-6811-4422; biogeochemical model development, integration; a. lenton; https, / / orcid.org / 0000-0002-1521-0944; carbon cycle, co₂ flux parameterizations; p. r. oke; https, / / orcid.org / 0000-0002-5670-8435; coupling with ofam3",,Both provide metadata.,Match,INTEGRATED
10,Conceptual Quality Gap,Calibration Tools/Data,Embedded,Pattern-agnostic,"era-interim atmospheric forcing, climatological salinity, temperature, observed transports acc, itf, eac , satellite altimetry aviso , sst reynolds, amsr-e","iron deposition climatologies, nutrient, oxygen climatologies, observed co₂ fluxes, seawifs chlorophyll-a",,Both provide metadata.,Match,INTEGRATED
10,Conceptual Quality Gap,Conceptual Model Evaluation,Embedded,Pattern-agnostic,"validated against satellite altimetry, sst climatologies, in-situ transports, enso indices, biogeochemical tracers","evaluated against observed chlorophyll-a, nutrient distributions, co₂ fluxes, oxygen cycles",,Both provide metadata.,Match,INTEGRATED
10,Conceptual Quality Gap,Links to Publications & Reports,Embedded,Pattern-agnostic,"oke et al., 2013, geosci. model dev., 6, 591-615; schiller et al., 2008; griffies, 2009","oke et al., 2013, geosci. model dev., 6, 591-615; matear, lenton, 2008; kidston et al., 2011",,Both provide metadata.,Match,INTEGRATED
10,Conceptual Quality Gap,Sensitivity Analysis,Embedded,Pattern-agnostic,"sensitivity tested for vertical mixing, restoring timescales, atmospheric forcing","sensitivity tested for nutrient limitation, redfield ratio assumptions, light availability",,Both provide metadata.,Match,INTEGRATED
10,Conceptual Quality Gap,Uncertainty Analysis,Embedded,Pattern-agnostic,"scenario-based hindcast vs forecast, comparison with multiple observational datasets","uncertainty from parameterizations, forcing, tested via ensemble, scenario runs",,Both provide metadata.,Match,INTEGRATED
10,Conceptual Quality Gap,Validation Capabilities,Embedded,Pattern-agnostic,"yes — validated extensively against observed sst, sla, mld, transports, enso variability, chlorophyll-a data","yes — validated with global chlorophyll, carbon cycle estimates, regional nutrient profiles",,Both provide metadata.,Match,INTEGRATED
10,Data Schema Mismatch,(A or B).input vs AB.input,Embedded,(A or B).input ↔ AB.input (similarity>0),A.in:surface heat; freshwater; momentum fluxes; satellite altimetry for sla validation | B.in:chlorophyll-a validation; dust / iron forcing fields,,(none),max=0.00 | missing: AB.input,Missing,INTEGRATED
10,Data Schema Mismatch,(A or B).output vs AB.output,Embedded,(A or B).output ↔ AB.output (similarity>0),A.out:sea level; sst; salinity; currents; mixed layer depth; transports; enso indices; chlorophyll-a from wombat | B.out:nutrient concentrations; phytoplankton biomass; zooplankton biomass; detritus; chlorophyll-a; oxygen; carbon fluxes,,sea-ice concentration; thickness; drift; ocean velocity / temperature / salinity; mld; convection diagnostics,max=0.11,Match,INTEGRATED
10,Data Schema Mismatch,Direction (any),Embedded,A.output ↔ B.input OR B.output ↔ A.input (≥1),A.out:sea level; sst; salinity; currents; mixed layer depth; transports; enso indices; chlorophyll-a from wombat,B.out:nutrient concentrations; phytoplankton biomass; zooplankton biomass; detritus; chlorophyll-a; oxygen; carbon fluxes,,A2B:×; B2A:×,Mismatch,INTEGRATED
10,Data Synchronization,data_synchronization,Embedded,Pattern-graded requirement,"in-memory exchange of state variables between mom4p1, wombat","in-memory exchange of tracer fields, physical state variables",exchange at fixed coupling intervals,Embedded expects explicit synchronous/lockstep cues.,Mismatch,INTEGRATED
10,Dimensionality Mismatch,dimensionality,Embedded,Common exchanged variables align semantically,"3d longitude, latitude, depth","3d longitude, latitude, depth",2d ice + 3d ocean,A↔B token-sim=1.00 (>0 ⇒ aligned),Match,INTEGRATED
10,Distribution Version Mismatch,distribution_version,Embedded,Exact equality required,3.0,2013.1,"orca2-lim paper configuration, 2005",Not equal.,Mismatch,INTEGRATED
10,Error Handling Mismatch,error_handling,Embedded,Pattern-graded requirement,"runtime logging, constraints applied via restoring terms, no automated recovery","basic validation of boundary conditions, runtime checks in coupled execution with ofam3",,"Embedded requires A, B, and AB error handling.",Missing,INTEGRATED
10,Execution Constraint Mismatch,execution_constraints,Embedded,Pattern-graded requirement,"ofam3 provides physical ocean state at each timestep, wombat runs synchronously","runs synchronously with ofam3, cannot operate stand-alone at full resolution","maintain sss restoring to avoid spurious weddell sea convection, avoid direct ncep stress forcing for realistic drift.",Embedded requires synchronous/low-latency cues (as applicable).,Match,INTEGRATED
10,Execution Instruction Gap,execution_instructions,Embedded,Require both sides,"compiled, executed on hpc cluster, configured through namelist files for mom4p1, wombat modules","runs as a coupled module within ofam3, configured through shared namelist files",,Both A and B must provide.,Match,INTEGRATED
10,File Format Mismatch,file_formats,Embedded,Presence required,,,netcdf,Neither provides metadata.,Missing,INTEGRATED
10,Hardware Resource Mismatch,hardware_specification_and_requirements,Embedded,Exact equality required,high-performance computing hpc environment required due to high resolution,high-performance computing hpc environment,workstation / hpc,Not equal.,Mismatch,INTEGRATED
10,Implementation Verification Gap,implementation_verification (A),Embedded,Presence required,"peer-reviewed comparisons with observed circulation, enso indices, chlorophyll distributions oke et al., 2013; compared against observed climatologies, altimetry datasets",,,A provides metadata,Match,INTEGRATED
10,Implementation Verification Gap,implementation_verification (B),Embedded,Presence required,"peer-reviewed validation against observed chlorophyll, oxygen, carbon flux datasets; validated against seawifs chlorophyll, woce nutrient profiles, air-sea co₂ estimates",,,B provides metadata,Match,INTEGRATED
10,Landing Page Gap,landing_page (A),Embedded,Presence required,"http, / / www.bom.gov.au / oceanography / forecasts /",,,A provides landing page,Match,INTEGRATED
10,Landing Page Gap,landing_page (B),Embedded,Presence required,"http, / / www.bom.gov.au / oceanography / forecasts /",,,B provides landing page,Match,INTEGRATED
10,Latency Expectation Mismatch,latency_expectations,Embedded,Pattern-graded requirement,real-time coupling within same simulation run,real-time coupling within the same integration,coupling every ~8 h of model time,Embedded requires synchronous/low-latency cues (as applicable).,Match,INTEGRATED
10,License Incompatibility,license,Embedded,Pattern-graded requirement,"research / institutional use csiro / bureau of meteorology , not openly gpl",research / institutional use csiro / bureau of meteorology,,Exact equality required at Embedded.,Mismatch,INTEGRATED
10,Parallel Execution Incompatibility,parallel_execution,Embedded,Pattern-graded requirement,true,true,true,Embedded requires synchronous/low-latency cues (as applicable).,Match,INTEGRATED
10,Programming Language Incompatibility,programming_language,Embedded,Exact equality required,"fortran mom4p1 core, coupled with wombat biogeochemistry",fortran coupled with mom4p1 in ofam3,fortran,Not equal.,Mismatch,INTEGRATED
10,Semantic Mismatch,Assumptions,Embedded,Coverage threshold ≥ 0.50,"ocean represented using z* coordinate system; forcing via atmospheric reanalysis fields era-interim; no explicit sea-ice model included; surface restoring toward climatological temperature, salinity","nutrient uptake follows redfield stoichiometry; phytoplankton growth limited by light, phosphate, iron; simple npzd structure for ecosystem representation; air-sea gas exchange parameterized by wind speed, climatological ice cover","bulk exchange at ice-ocean interface, drag, heat transfer laws per literature.; sss restoring used to limit drift, avoid spurious convection.; coarse grid under-resolves narrow currents, small polynya features.","A→AB:0.04 (covered: restoring) | B→AB:0.00 (covered: —) | A∪B→AB:0.04 (covered: restoring) | uncovered_AB: avoid, bulk, coarse, convection, currents, drag, drift, features, grid, heat, interface, laws, limit, literature, narrow, per, polynya, resolves, small, spurious, sss, transfer, used",Mismatch,INTEGRATED
10,Semantic Mismatch,Description,Embedded,Coverage threshold ≥ 0.50,"ofam3 is a near-global, eddy-resolving ocean general circulation model based on the modular ocean model mom4p1 . it simulates physical ocean dynamics, circulation, temperature, salinity, mesoscale variability, coupled with a biogeochemical model wombat .; defines model grid, vertical resolution, viscosity, mixing scheme, restoring timescales","wombat is a three-dimensional npzd-type ocean biogeochemistry model, including nutrients, phytoplankton, zooplankton, detritus, extensions for carbon, oxygen, iron cycles. it is designed to simulate large-scale biogeochemical cycling, ecosystem responses when coupled to ocean circulation models.; defines ecosystem constants uptake rates, remineralization rates, stoichiometric ratios","two-way coupled sea-ice-ocean system on the orca2 tripolar grid 78°s-90°n, ~2° mean resolution , evaluating high-latitude processes, sea-ice variability, ocean circulation under combined reanalysis / climatology forcing.; ice-ocean interface exchange, schedule; atmospheric, surface boundary conditions; january phc fields for ocean t / s, initial sea-ice, snow thickness specified by hemisphere.; ncep / ncar daily + monthly climatologies, river runoff, used for two 23-yr passes spin-up + analysis .","A→AB:0.09 (covered: circulation, grid, resolution, variability) | B→AB:0.02 (covered: circulation) | A∪B→AB:0.09 (covered: circulation, grid, resolution, variability) | uncovered_AB: 23, 78, 90, analysis, atmospheric, boundary, climatologies, climatology, combined, conditions, daily, evaluating, forcing, hemisphere, high, initial, interface, january, latitude, mean, monthly, ncar, ncep, orca2, passes, phc, processes, reanalysis, river, runoff, schedule, snow, specified, spin, system, thickness, tripolar, two, up, used, way, yr",Mismatch,INTEGRATED
10,Semantic Mismatch,Keywords,Embedded,Coverage threshold ≥ 0.50,ocean circulation; eddy-resolving; climate modeling; biogeochemistry; ocean forecasting; mesoscale variability,biogeochemistry; npzd model; carbon cycle; nutrient cycling; phytoplankton; ocean ecosystems,coupled model; orca2 grid; high latitudes; sea-ice-ocean interaction; convection sites; sensitivity studies,"A→AB:0.00 (covered: —) | B→AB:0.00 (covered: —) | A∪B→AB:0.00 (covered: —) | uncovered_AB: convection, grid, high, interaction, latitudes, orca2, sensitivity, sites, studies",Mismatch,INTEGRATED
10,Semantic Mismatch,Model Type,Embedded,Coverage threshold ≥ 0.50,"mechanistic, process-based general circulation model gcm",process-based biogeochemical cycling model,mechanistic coupled,A→AB:1.00 (covered: mechanistic) | B→AB:0.00 (covered: —) | A∪B→AB:1.00 (covered: mechanistic) | uncovered_AB: —,Match,INTEGRATED
10,Semantic Mismatch,Model Version,Embedded,A or B must equal AB exactly,3.0; 2009; v1.1,2013.1; 2008; 2011,"opa 8.2 + lim 1997 / 1999 thermodynamics, vp dynamics; 2001; 1977-1999",A==AB:×; B==AB:×,Mismatch,INTEGRATED
10,Semantic Mismatch,Purpose & Pattern,Embedded,Coverage threshold ≥ 0.50,"hindcast, forecast upper ocean circulation, mesoscale eddies, physical-biogeochemical interactions; integrated coupling with biogeochemical model wombat; integrated coupling","quantify nutrient, carbon cycling, chlorophyll distributions, ecosystem variability in the global ocean; integrated coupling with ofam3 physical circulation model; integrated coupling","assess representation of high-latitude processes, sea-ice variability in a coarse-resolution global model; opa-lim two-way coupling exchanging momentum, heat, freshwater fluxes at fixed intervals; embedded","A→AB:0.05 (covered: coupling) | B→AB:0.14 (covered: coupling, global, variability) | A∪B→AB:0.14 (covered: coupling, global, variability) | uncovered_AB: assess, coarse, embedded, exchanging, fixed, freshwater, heat, high, intervals, latitude, lim, momentum, opa, processes, representation, resolution, two, way",Mismatch,INTEGRATED
10,Semantic Mismatch,Scope,Embedded,Coverage threshold ≥ 0.50,"simulation of physical ocean dynamics, coupled biogeochemical processes at near-global scale","simulation of nutrient cycles, primary production, biogeochemical tracers in the global ocean",global ocean with explicit arctic / antarctic sea-ice cover,"A→AB:0.20 (covered: global) | B→AB:0.20 (covered: global) | A∪B→AB:0.20 (covered: global) | uncovered_AB: antarctic, arctic, cover, explicit",Mismatch,INTEGRATED
10,Semantic Mismatch,Title,Embedded,Coverage threshold ≥ 0.50,"ofam3, ocean forecasting australian model, version 3; ofam3_config_parameters; p. r. oke; a. schiller; r. j. matear","wombat, whole ocean model of biogeochemistry, trophic-dynamics; wombat_config_parameters; r. j. matear; a. lenton; p. r. oke","orca2-lim, coupled global sea-ice-ocean model; coupling_parameters; forcing_and_restoring; ralph timmermann; hugues goosse; gurvan madec; thierry fichefet; christian ethé; valérie dulière","A→AB:0.05 (covered: parameters) | B→AB:0.05 (covered: parameters) | A∪B→AB:0.05 (covered: parameters) | uncovered_AB: christian, coupling, duli, eth, fichefet, forcing, global, goosse, gurvan, hugues, lim, madec, orca2, ralph, re, restoring, rie, thierry, timmermann, val",Mismatch,INTEGRATED
10,Software Environment Mismatch,software_specification_and_requirements,Embedded,Exact equality required,"fortran compiler, mpi for parallel execution; surface heat, freshwater, momentum fluxes; satellite altimetry for sla validation","requires coupled execution with ofam3, fortran compiler, mpi; chlorophyll-a validation; dust / iron forcing fields","netcdf i / o, tripolar grid, coupling driver",Not equal.,Mismatch,INTEGRATED
10,Source Code Availability Gap,availability_of_source_code (A),Embedded,Presence required,,,,A provides metadata,Missing,INTEGRATED
10,Source Code Availability Gap,availability_of_source_code (B),Embedded,Presence required,,,,B provides metadata,Missing,INTEGRATED
10,Spatial Coverage Mismatch,spatial_extent_coverage,Embedded,Common exchanged variables align semantically,"near-global ocean 75°s-75°n, all longitudes","same as coupled ocean circulation model ofam3, near-global ocean, 75°s-75°n",78°s-90°n global,A↔B token-sim=0.29 (>0 ⇒ aligned),Match,INTEGRATED
10,Spatial Resolution Mismatch,spatial_resolution,Embedded,Common exchanged variables align semantically,"1 / 10° horizontal resolution, 5-10 m vertical resolution in upper 200 m","inherits grid resolution of ofam3 1 / 10° horizontal, variable vertical","tripolar orca2, ~2° mean, ~50-65 km in high latitudes, 30 vertical levels 10 in top 100 m",A↔B token-sim=0.40 (>0 ⇒ aligned),Match,INTEGRATED
10,Temporal Coverage Mismatch,temporal_extent_coverage,Embedded,Common exchanged variables align semantically,"multi-decadal integrations e.g., 32-year runs , operational short-range forecasts","multi-decadal integrations hindcast, scenario simulations","1977-1999 study analysis period , multi-decadal capability",A↔B token-sim=0.20 (>0 ⇒ aligned),Match,INTEGRATED
10,Temporal Resolution Mismatch,time_steps_temporal_resolution,Embedded,Common exchanged variables align semantically,"3-hourly forcing, daily to monthly output",daily to monthly outputs,"ocean δt=96 min, coupling every 5 steps, diagnostics monthly / daily",A↔B token-sim=0.50 (>0 ⇒ aligned),Match,INTEGRATED
