group,bottleneck,field,pattern,required_check,A_value,B_value,AB_value,detail,result,ab_kind
5,Acknowledgment Protocol Mismatch,acknowledgment_protocols,Shared,Pattern-graded requirement,,,,Shared requires both A and B to declare this.,Missing,INTENDED
5,Communication Mechanism Mismatch,communication_mechanism,Shared,Pattern-graded requirement,,,,Both sides must declare mechanism.,Missing,INTENDED
5,Conceptual Quality Gap,Authors’ Unique Identifier,Shared,Pattern-agnostic,thierry fichefet; lim development; luis a. morales maqueda,gurvan madec; lead developer opav8 series,,Both provide metadata.,Match,INTENDED
5,Conceptual Quality Gap,Calibration Tools/Data,Shared,Pattern-agnostic,"choice of p*, h0 tuned for coarse-resolution realism","sss restoring used to limit drift, runoff climatologies specified",,Both provide metadata.,Match,INTENDED
5,Conceptual Quality Gap,Conceptual Model Evaluation,Shared,Pattern-agnostic,"based on established vp rheology, multilayer thermodynamics, widely used in global coupled setups.","extensively validated in tropics, high latitudes",,Both provide metadata.,Match,INTENDED
5,Conceptual Quality Gap,Links to Publications & Reports,Shared,Pattern-agnostic,"fichefet & morales maqueda 1997, 1999; goosse & fichefet 1999; timmermann et al. 2005",madec et al. 1999; timmermann et al. 2005,,Both provide metadata.,Match,INTENDED
5,Conceptual Quality Gap,Sensitivity Analysis,Shared,Pattern-agnostic,"impacts of ice strength, lead parameterization on extent / thickness","forcing choices, parameter changes affect results",,Both provide metadata.,Match,INTENDED
5,Conceptual Quality Gap,Uncertainty Analysis,Shared,Pattern-agnostic,"scenario changes in rheology strength, lead parameter explored","mixing coefficients, gm parameters, restoring choices tested",,Both provide metadata.,Match,INTENDED
5,Conceptual Quality Gap,Validation Capabilities,Shared,Pattern-agnostic,"arctic / antarctic extent, seasonal variability, drift comparisons",supports multi-decadal hindcasts with combined reanalysis / climatology forcing,,Both provide metadata.,Match,INTENDED
5,Data Schema Mismatch,(A or B).input vs AB.input,Shared,(A or B).input ↔ AB.input (similarity>0),A.in:sea_surface_temperature; sea_surface_salinity; ocean_surface_currents_u; ocean_surface_currents_v; ocean_mixed_layer_depth; downwelling_shortwave_radiation; downwelling_longwave_radiation; ocean surface state; fluxes from opa; physical ocean state variables; surface fluxes for sea-ice thermodynamics / dynamics | B.in:ice_concentration; ice_thickness; snow_thickness; ice_ocean_freshwater_flux; ice_ocean_heat_flux; ice_ocean_momentum_stress; sea-ice state; fluxes from lim; sea-ice thermodynamic; dynamic state plus ice-ocean fluxes,,(none),max=0.00 | missing: AB.input,Missing,INTENDED
5,Data Schema Mismatch,(A or B).output vs AB.output,Shared,(A or B).output ↔ AB.output (similarity>0),A.out:ice_concentration; ice_thickness; snow_thickness; ice_drift_u; ice_drift_v; surface_albedo; ice_ocean_freshwater_flux; ice_ocean_heat_flux; ice_ocean_momentum_stress | B.out:sea_surface_temperature; sea_surface_salinity; ocean_surface_currents_u; ocean_surface_currents_v; mixed_layer_depth; downwelling_shortwave_radiation; downwelling_longwave_radiation,,coupled ocean-ice diagnostics,max=0.00,Mismatch,INTENDED
5,Data Schema Mismatch,A.output,Shared,A.output ↔ B.input (≥1),ice_concentration; ice_thickness; snow_thickness; ice_drift_u; ice_drift_v; surface_albedo; ice_ocean_freshwater_flux; ice_ocean_heat_flux; ice_ocean_momentum_stress,ice_concentration; ice_thickness; snow_thickness; ice_ocean_freshwater_flux; ice_ocean_heat_flux; ice_ocean_momentum_stress; sea-ice state; fluxes from lim; sea-ice thermodynamic; dynamic state plus ice-ocean fluxes,,ice_concentration ↔ ice_concentration (1.00); ice_thickness ↔ ice_thickness (1.00); snow_thickness ↔ snow_thickness (1.00); ice_ocean_freshwater_flux ↔ ice_ocean_freshwater_flux (1.00); ice_ocean_heat_flux ↔ ice_ocean_heat_flux (1.00); ice_ocean_momentum_stress ↔ ice_ocean_momentum_stress (1.00),Match,INTENDED
