group,bottleneck,field,pattern,required_check,A_value,B_value,AB_value,detail,result,ab_kind,constraint_template,constraint_category,rm_odp_viewpoint,evaluation_mode,verdict,explanation,adaptation,in_paper_appendix
10,Acknowledgment Protocol Mismatch,acknowledgment_protocols,Embedded,Pattern-graded requirement,"cite oke et al. 2013 gmd, acknowledge csiro / bureau of meteorology when using ofam3 or derivative configurations.","when using wombat as embedded in ofam3, cite oke et al. 2013 gmd, acknowledge csiro / bom, consult institutional agreements for redistribution.",,"Embedded requires A, B, and AB to declare this.",Missing,INTENDED,Synchronization Compatibility,RuntimeLevel,Engineering,LLMAssisted,Gap,,,True
10,Communication Mechanism Mismatch,communication_mechanism,Embedded,Pattern-graded requirement,,,,"Embedded requires A, B, and AB to declare mechanism.",Missing,INTENDED,Interface Compatibility,RuntimeLevel,Computational,LLMAssisted,Gap,,,True
10,Conceptual Quality Gap,Authors’ Unique Identifier,Embedded,Pattern-agnostic,,,,Neither provides metadata.,Missing,INTENDED,Conceptual Quality Evidence,PatternAgnostic,Domain,LLMAssisted,Gap,,,True
10,Data Schema Mismatch,(A or B).input vs AB.input,Embedded,(A or B).input ↔ AB.input (similarity>0),A.in:surface_heat_fluxes; surface_freshwater_fluxes; surface_momentum_fluxes; 10m_wind_speed; 2m_air_temperature; 2m_specific_humidity; downward_longwave_radiation; precipitation_rate; restoring_sst_climatology; restoring_sss_climatology; 3-hourly era-interim surface heat; freshwater; momentum fluxes plus monthly climatological sst; sss fields used for surface restoring; when coupled; also receives atmospheric co₂; other fields required by embedded wombat.; surface heat; momentum fluxes 3-hourly 1.5° fields; satellite altimetry for sla validation; mean sea level reference | B.in:temperature_profile; salinity_profile; 3d_velocity_field; mixed_layer_depth; external_nutrient_forcing; atmospheric_co2_properties; receives the evolving 3d physical fields; external forcing terms nutrient deposition; atmospheric co₂ from ofam3 at each timestep via embedded calls.; chlorophyll-a products for large-scale validation; dust / iron forcing fields for nutrient limitation experiments,,(none),max=0.00 | missing: AB.input,Missing,INTENDED,Variable Semantic Compatibility,InformationLevel,Information,LLMAssisted,Gap,,,True
10,Data Schema Mismatch,(A or B).output vs AB.output,Embedded,(A or B).output ↔ AB.output (similarity>0),A.out:sea level; 3d temperature; salinity; currents; mixed layer depth; large-scale transports; enso indices; when wombat is enabled chlorophyll-a; other tracers. | B.out:nutrient concentrations; phytoplankton; zooplankton biomass; detritus; chlorophyll-a; oxygen; carbon-cycle flux diagnostics written via the host ofam3 i / o system.,,(none),max=0.00 | missing: AB.output,Missing,INTENDED,Variable Semantic Compatibility,InformationLevel,Information,LLMAssisted,Gap,,,True
10,Data Synchronization,data_synchronization,Embedded,Pattern-graded requirement,"internal state synchronized across mpi ranks by mom4p1, history, restart netcdf files written at scheduled intervals for analysis, continuation runs.","in-memory, synchronous updates each timestep, tracer fields are advected, updated within the host’s integration cycle, captured in shared netcdf restart, history files.",,"Embedded requires A, B, and AB synchronization metadata.",Missing,INTENDED,Synchronization Compatibility,RuntimeLevel,Engineering,LLMAssisted,Gap,,,True
10,Distribution Version Mismatch,distribution_version,Embedded,Exact equality required,3.0,2013.1,2013 embedded ofam3-wombat configuration,Not equal.,Mismatch,INTENDED,Execution Environment Compatibility,RuntimeLevel,Technology,LLMAssisted,Mismatch,,,True
10,Error Handling Mismatch,error_handling,Embedded,Pattern-graded requirement,"runtime logging with cfl, instability checks, synchronous abort on failure, restart from the latest netcdf / binary restart file no automated recovery logic .","relies on shared runtime checks with ofam3, nans or unphysical tracer values are detected via diagnostics, with coupled job abortion, restart from a consistent netcdf / binary state if needed.",,"Embedded requires A, B, and AB error handling.",Missing,INTENDED,Error-Handling Compatibility,RuntimeLevel,Computational,LLMAssisted,Gap,,,True
10,Execution Constraint Mismatch,execution_constraints,Embedded,Pattern-graded requirement,"requires stable cfl conditions on a 1 / 10° grid, baroclinic timestep, embedded wombat calls must remain synchronous across all mpi ranks.","must run in lockstep with the host model on the same grid, timestep, with tracer advection, biogeochemical source-sink terms applied consistently across mpi ranks.",,"Embedded requires A, B, and AB to declare this.",Missing,INTENDED,Execution Ordering Compatibility,RuntimeLevel,Engineering,Deterministic,Gap,"Deterministic check: Embedded requires A, B, and AB to declare this.",Provide the missing metadata field(s) for both models before this constraint can be assessed.,True
10,Hardware Resource Mismatch,hardware_specification_and_requirements,Embedded,Exact equality required,high-performance computing hpc environment required due to eddy-resolving 1 / 10° resolution.,"shares the hpc requirements of the host eddy-resolving circulation model e.g., ofam3 on a distributed-memory cluster .",,Not equal.,Mismatch,INTENDED,Execution Environment Compatibility,RuntimeLevel,Technology,LLMAssisted,Mismatch,,,True
10,Latency Expectation Mismatch,latency_expectations,Embedded,Pattern-graded requirement,,,,"Embedded requires A, B, and AB to declare this.",Missing,INTENDED,Latency Compatibility,RuntimeLevel,Engineering,LLMAssisted,Gap,,,True
10,License Incompatibility,license,Embedded,Pattern-graded requirement,"research / institutional use csiro / bureau of meteorology, not an osi open-source license .",research / institutional use csiro / bureau of meteorology .,,Exact equality required at Embedded.,Mismatch,INTENDED,License Compatibility,RuntimeLevel,Technology,LLMAssisted,Mismatch,,,True
10,Operating Environment Mismatch,operating_system,Embedded,Declared operating systems must overlap,,,,Operating system not declared on one or both sides.,Missing,INTENDED,Operating Environment Compatibility,RuntimeLevel,Technology,Deterministic,Gap,Deterministic check: Operating system not declared on one or both sides.,Provide the missing metadata field(s) for both models before this constraint can be assessed.,True
10,Semantic Mismatch,Model Type,Embedded,Coverage threshold ≥ 0.50,"mechanistic, process-based general circulation model gcm",process-based biogeochemical cycling model npzd-type,mechanistic embedded physical-biogeochemical coupled system,"A→AB:0.20 (covered: mechanistic) | B→AB:0.20 (covered: biogeochemical) | A∪B→AB:0.40 (covered: biogeochemical, mechanistic) | uncovered_AB: embedded, physical, system",Mismatch,INTENDED,(auxiliary) Semantic Mismatch / Model Type,PatternAgnostic,Domain,Deterministic,Mismatch,"Deterministic check: A→AB:0.20 (covered: mechanistic) | B→AB:0.20 (covered: biogeochemical) | A∪B→AB:0.40 (covered: biogeochemical, mechanistic) | uncovered_AB: embedded, physical, system",Introduce an explicit mediation/adaptation step to resolve this incompatibility before integration.,False
