group,bottleneck,field,pattern,required_check,A_value,B_value,AB_value,detail,result,ab_kind,constraint_template,constraint_category,rm_odp_viewpoint,evaluation_mode,verdict,explanation,adaptation,in_paper_appendix
1,Data Schema Mismatch,A.input vs AB.input,One-Way,A.input ↔ AB.input (similarity>0),meteorological forcing wind; radiation; temperature; humidity,,(none),sim=0.00 | missing: AB.input,Missing,INTEGRATED,Variable Semantic Compatibility,InformationLevel,Information,LLMAssisted,Gap,,,True
1,Operating Environment Mismatch,operating_system,One-Way,Declared operating systems must overlap,,,,Operating system not declared on one or both sides.,Missing,INTEGRATED,Operating Environment Compatibility,RuntimeLevel,Technology,Deterministic,Gap,Deterministic check: Operating system not declared on one or both sides.,Provide the missing metadata field(s) for both models before this constraint can be assessed.,True
1,Programming Language Incompatibility,programming_language,One-Way,Pattern-graded similarity/equality,fortran core; r interface; python interface,c++; r wrapper,"fortran flake; c++ pclake+; r, python wrappers",A↔B token-sim=0.00 (> 0.00),Mismatch,INTEGRATED,Execution Environment Compatibility,RuntimeLevel,Technology,LLMAssisted,Mismatch,,,True
1,Semantic Mismatch,Assumptions,One-Way,Coverage threshold ≥ 0.50,vertical processes dominate 1d structure; lateral homogeneity; energy balance drives stratification; meteorological forcing sufficiently describes external conditions,1d vertical structure is sufficient; external loads dominate nutrient inputs; no feedback to physical model,physical processes drive ecological responses; no feedback from ecology to physics; threshold-based es suitability is representative of real conditions,"A→AB:0.12 (covered: conditions, processes) | B→AB:0.24 (covered: feedback, is, no, physical) | A∪B→AB:0.35 (covered: conditions, feedback, is, no, physical, processes) | uncovered_AB: based, drive, ecological, ecology, es, physics, real, representative, responses, suitability, threshold",Mismatch,INTEGRATED,Assumption Compatibility,PatternAgnostic,Domain,LLMAssisted,Mismatch,,,True
1,Semantic Mismatch,Model Type,One-Way,Coverage vs AB,"mechanistic, process-based model",mechanistic,,AB value missing.,Missing,INTEGRATED,(auxiliary) Semantic Mismatch / Model Type,PatternAgnostic,Domain,Deterministic,Gap,Deterministic check: AB value missing.,Provide the missing metadata field(s) for both models before this constraint can be assessed.,False
1,Semantic Mismatch,Model Version,One-Way,A or B must equal AB exactly,2023.1,2023.1,1.0,A==AB:×; B==AB:×,Mismatch,INTEGRATED,(auxiliary) Semantic Mismatch / Model Version,PatternAgnostic,Domain,Deterministic,Mismatch,Deterministic check: A==AB:×; B==AB:×,Introduce an explicit mediation/adaptation step to resolve this incompatibility before integration.,False
1,Semantic Mismatch,Purpose & Pattern,One-Way,Coverage threshold ≥ 0.50,"forecast lake thermal stratification, mixing depth for climate, water quality studies; one-way data provider to ecological or water quality models","simulate ecological responses to nutrients, climate, restoration; consumes boundary conditions from external physical models","simulate the combined physical, ecological, ecosystem-service response of lakes to climate change, management interventions.; one-way sequential coupling physical → ecological → es; one-way","A→AB:0.24 (covered: climate, ecological, one, way) | B→AB:0.24 (covered: climate, ecological, physical, simulate) | A∪B→AB:0.35 (covered: climate, ecological, one, physical, simulate, way) | uncovered_AB: change, combined, coupling, ecosystem, es, interventions, lakes, management, response, sequential, service",Mismatch,INTEGRATED,Purpose Compatibility,PatternAgnostic,Domain,LLMAssisted,Mismatch,,,True
1,Semantic Mismatch,Scope,One-Way,Coverage threshold ≥ 0.50,"simulation of temperature dynamics, vertical mixing in freshwater lakes","freshwater lakes shallow, deep","lakes, artificial water bodies","A→AB:0.25 (covered: lakes) | B→AB:0.25 (covered: lakes) | A∪B→AB:0.25 (covered: lakes) | uncovered_AB: artificial, bodies, water",Mismatch,INTEGRATED,Scope Compatibility,PatternAgnostic,Domain,LLMAssisted,Mismatch,,,True
1,Semantic Mismatch,Title,One-Way,Coverage threshold ≥ 0.50,"flake, a one-dimensional lake physics model; flake_static_parameters; kirillin v.; zhan q.","pclake+, a process-based ecological model for lakes; pclakeplus_static_parameters; janse j.h.; janssen a.b.g.; zhan q.",integrated flake → pclake+ → ecosystem services framework; extracted from pdf study,"A→AB:0.10 (covered: flake) | B→AB:0.30 (covered: pclake, pclake+, pclakeplus) | A∪B→AB:0.40 (covered: flake, pclake, pclake+, pclakeplus) | uncovered_AB: ecosystem, extracted, integrated, pdf, services, study",Mismatch,INTEGRATED,(auxiliary) Semantic Mismatch / Title,PatternAgnostic,Domain,Deterministic,Mismatch,"Deterministic check: A→AB:0.10 (covered: flake) | B→AB:0.30 (covered: pclake, pclake+, pclakeplus) | A∪B→AB:0.40 (covered: flake, pclake, pclake+, pclakeplus) | uncovered_AB: ecosystem, extracted, integrated, pdf, services, study",Introduce an explicit mediation/adaptation step to resolve this incompatibility before integration.,False
1,Temporal Coverage Mismatch,temporal_extent_coverage,One-Way,Common exchanged variables align semantically (or a declared conversion bridges them),days to decades,multi-year to decadal,historical + 2050 climate projections,A<->B token-sim=0.00 (not aligned) and no resampling/conversion policy is declared.,Mismatch,INTEGRATED,(auxiliary) Temporal Coverage Mismatch / temporal_extent_coverage,RuntimeLevel,Information,Deterministic,Mismatch,Deterministic check: A<->B token-sim=0.00 (not aligned) and no resampling/conversion policy is declared.,Introduce an explicit mediation/adaptation step to resolve this incompatibility before integration.,False
1,Unit Mismatch,A.output(mixing depth) -> B.input(temperature profile + mixing depth from flake),One-Way,Both sides must declare a unit for the exchanged variable,m,,,Unit not declared on one or both sides.,Missing,INTEGRATED,Unit Compatibility,InformationLevel,Information,Deterministic,Gap,Deterministic check: Unit not declared on one or both sides.,Provide the missing metadata field(s) for both models before this constraint can be assessed.,True
