group,bottleneck,field,pattern,required_check,A_value,B_value,AB_value,detail,result,ab_kind,constraint_template,constraint_category,rm_odp_viewpoint,evaluation_mode,verdict,explanation,adaptation,in_paper_appendix
2,Acknowledgment Protocol Mismatch,acknowledgment_protocols,Loose,Pattern-graded requirement,,,,Loose requires at least one side (or AB) to declare this.,Missing,INTEGRATED,Synchronization Compatibility,RuntimeLevel,Engineering,LLMAssisted,Gap,,,True
2,Communication Mechanism Mismatch,communication_mechanism,Loose,Pattern-graded requirement,,,,Both sides or AB canonical interface required.,Missing,INTEGRATED,Interface Compatibility,RuntimeLevel,Computational,LLMAssisted,Gap,,,True
2,Conceptual Quality Gap,Calibration Tools/Data,Loose,Pattern-agnostic,,,,Neither provides metadata.,Missing,INTEGRATED,Conceptual Quality Evidence,PatternAgnostic,Domain,LLMAssisted,Gap,,,True
2,Conceptual Quality Gap,Validation Capabilities,Loose,Pattern-agnostic,,,,Neither provides metadata.,Missing,INTEGRATED,Conceptual Quality Evidence,PatternAgnostic,Domain,LLMAssisted,Gap,,,True
2,Data Schema Mismatch,(A or B).input vs AB.input,Loose,(A or B).input ↔ AB.input (similarity>0),A.in:melt_rate; sub-shelf melt-rate fields from isomip+; sub-shelf melt rates used as forcing | B.in:ice_draft_geometry; grounding_line_position; ice geometry from mismip+ runs; ice geometry for ocean cavity model,,(none),max=0.00 | missing: AB.input,Missing,INTEGRATED,Variable Semantic Compatibility,InformationLevel,Information,LLMAssisted,Gap,,,True
2,Operating Environment Mismatch,operating_system,Loose,Declared operating systems must overlap,,,,Operating system not declared on one or both sides.,Missing,INTEGRATED,Operating Environment Compatibility,RuntimeLevel,Technology,Deterministic,Gap,Deterministic check: Operating system not declared on one or both sides.,Provide the missing metadata field(s) for both models before this constraint can be assessed.,True
2,Semantic Mismatch,Assumptions,Loose,Coverage threshold ≥ 0.50,"models may use ssa, sia, hybrid, or full-stokes formulations; fixed bedrock geometry, accumulation / precipitation fields; prescribed basal friction law, ice rheology from protocol; synthetic idealized ice-shelf configuration","ice draft geometry supplied externally from mismip+; no atmospheric or sea-ice processes; far-field temperature / salinity restoring; idealized cavity, open-ocean boundary","shared geometry, bedrock domain; ocean melt drives grounding-line migration; simplified thermal forcing; no atmospheric or sea-ice processes; idealized boundary conditions from protocol","A→AB:0.21 (covered: bedrock, geometry, idealized, protocol) | B→AB:0.32 (covered: atmospheric, boundary, geometry, idealized, no, processes) | A∪B→AB:0.42 (covered: atmospheric, bedrock, boundary, geometry, idealized, no, processes, protocol) | uncovered_AB: conditions, domain, drives, forcing, grounding, line, melt, migration, shared, simplified, thermal",Mismatch,INTEGRATED,Assumption Compatibility,PatternAgnostic,Domain,LLMAssisted,Mismatch,,,True
2,Semantic Mismatch,Description,Loose,Coverage threshold ≥ 0.50,"idealized benchmark experiments to evaluate grounding-line migration, buttressing, ice-shelf response under perturbed sub-shelf melt rates. mismip+ defines a standard idealized domain, bedrock geometry, friction laws, melt-rate forcing designed to isolate grounding-line physics, compare performance across ice-sheet models. used as the ice component receiving ocean-driven melt from isomip+, producing updated ice geometry for coupled misomip experiments.; weertman-type power-law sliding; sub-shelf melt-rate fields from isomip+; topography, ice rheology, sliding laws, bed parameters; sub-shelf melt rates used as forcing","ocean-only benchmark experiments simulating sub-shelf ocean circulation, thermodynamics, melt beneath idealized ice shelves. isomip+ provides sub-shelf melt-rate fields that drive mismip+ ice-sheet models, are used as the ocean component of coupled misomip configurations.; ice geometry from mismip+ runs; thermodynamics, drag, eos coefficients, restoring fields; ice geometry for ocean cavity model","misomip1 integrates the mismip+ ice-sheet, isomip+ ocean experiments into a coupled modeling framework to evaluate ice-ocean feedbacks, grounding-line migration under ocean warming, sub-shelf melt sensitivity in idealized antarctic-like domains.; ocean-driven retreat under warm-water intrusion; coupling hysteresis experiments; sensitivity to coupling intervals; ocean thermal forcing, melt parameterization, coupling interval; ice geometry, grounding line; ocean melt rates","A→AB:0.49 (covered: driven, evaluate, experiments, forcing, geometry, grounding, idealized, isomip, isomip+, isomipplus, line, melt, migration, mismip, mismip+, mismipplus, sheet, sub) | B→AB:0.32 (covered: experiments, geometry, idealized, isomip, isomip+, isomipplus, melt, mismip, mismip+, mismipplus, sheet, sub) | A∪B→AB:0.49 (covered: driven, evaluate, experiments, forcing, geometry, grounding, idealized, isomip, isomip+, isomipplus, line, melt, migration, mismip, mismip+, mismipplus, sheet, sub) | uncovered_AB: antarctic, coupling, domains, feedbacks, hysteresis, integrates, interval, intervals, intrusion, like, misomip1, modeling, parameterization, retreat, sensitivity, thermal, warm, warming, water",Mismatch,INTEGRATED,(auxiliary) Semantic Mismatch / Description,PatternAgnostic,Domain,Deterministic,Mismatch,"Deterministic check: A→AB:0.49 (covered: driven, evaluate, experiments, forcing, geometry, grounding, idealized, isomip, isomip+, isomipplus, line, melt, migration, mismip, mismip+, mismipplus, sheet, sub) | B→AB:0.32 (covered: experiments, geometry, idealized, isomip, isomip+, isomipplus, melt, mismip, mismip+, mismipplus, sheet, sub) | A∪B→AB:0.49 (covered: driven, evaluate, experiments, forcing, geometry, grounding, idealized, isomip, isomip+, isomipplus, line, melt, migration, mismip, mismip+, mismipplus, sheet, sub) | uncovered_AB: antarctic, coupling, domains, feedbacks, hysteresis, integrates, interval, intervals, intrusion, like, misomip1, modeling, parameterization, retreat, sensitivity, thermal, warm, warming, water",Introduce an explicit mediation/adaptation step to resolve this incompatibility before integration.,False
2,Semantic Mismatch,Purpose & Pattern,Loose,Coverage threshold ≥ 0.50,"benchmark grounding-line behavior, sensitivity to ocean-induced melting; consumes sub-shelf melt-rate fields to update ice geometry","simulate sub-shelf melt rates using imposed ice draft & far-field conditions; consumes ice geometry fields, produces melt-rate fields","evaluate coupled ice-ocean dynamics, feedbacks under perturbations; loose coupling between ice mismip+ , ocean isomip+ models; loose","A→AB:0.00 (covered: —) | B→AB:0.00 (covered: —) | A∪B→AB:0.00 (covered: —) | uncovered_AB: between, coupling, dynamics, evaluate, feedbacks, isomip, isomip+, isomipplus, loose, mismip, mismip+, mismipplus, perturbations",Mismatch,INTEGRATED,Purpose Compatibility,PatternAgnostic,Domain,LLMAssisted,Mismatch,,,True
2,Semantic Mismatch,Scope,Loose,Coverage threshold ≥ 0.50,idealized marine ice sheet experiments at decadal to millennial scales,idealized 3d ocean cavity experiments multi-decadal,idealized antarctic marine-terminating glacier systems,"A→AB:0.33 (covered: idealized, marine) | B→AB:0.17 (covered: idealized) | A∪B→AB:0.33 (covered: idealized, marine) | uncovered_AB: antarctic, glacier, systems, terminating",Mismatch,INTEGRATED,Scope Compatibility,PatternAgnostic,Domain,LLMAssisted,Mismatch,,,True
