group,bottleneck,field,pattern,required_check,A_value,B_value,AB_value,detail,result,ab_kind,constraint_template,constraint_category,rm_odp_viewpoint,evaluation_mode,verdict,explanation,adaptation,in_paper_appendix
2,Acknowledgment Protocol Mismatch,acknowledgment_protocols,Loose,Pattern-graded requirement,,,,Loose requires at least one side (or AB) to declare this.,Missing,INTENDED,Synchronization Compatibility,RuntimeLevel,Engineering,LLMAssisted,Gap,,,True
2,Communication Mechanism Mismatch,communication_mechanism,Loose,Pattern-graded requirement,,,,Both sides or AB canonical interface required.,Missing,INTENDED,Interface Compatibility,RuntimeLevel,Computational,LLMAssisted,Gap,,,True
2,Conceptual Quality Gap,Calibration Tools/Data,Loose,Pattern-agnostic,,,,Neither provides metadata.,Missing,INTENDED,Conceptual Quality Evidence,PatternAgnostic,Domain,LLMAssisted,Gap,,,True
2,Conceptual Quality Gap,Validation Capabilities,Loose,Pattern-agnostic,,,,Neither provides metadata.,Missing,INTENDED,Conceptual Quality Evidence,PatternAgnostic,Domain,LLMAssisted,Gap,,,True
2,Data Schema Mismatch,(A or B).input vs AB.input,Loose,(A or B).input ↔ AB.input (similarity>0),A.in:melt_rate; sub-shelf melt-rate fields from isomip+; sub-shelf melt rates used as forcing | B.in:ice_draft_geometry; grounding_line_position; ice geometry from mismip+ runs; ice geometry for ocean cavity model,,(none),max=0.00 | missing: AB.input,Missing,INTENDED,Variable Semantic Compatibility,InformationLevel,Information,LLMAssisted,Gap,,,True
2,Data Schema Mismatch,(A or B).output vs AB.output,Loose,(A or B).output ↔ AB.output (similarity>0),A.out:ice_draft_geometry; grounding_line_position; ice_thickness; volume_above_flotation | B.out:melt_rate; ocean_velocity; temperature; salinity,,(none),max=0.00 | missing: AB.output,Missing,INTENDED,Variable Semantic Compatibility,InformationLevel,Information,LLMAssisted,Gap,,,True
2,Data Synchronization,data_synchronization,Loose,Pattern-graded requirement,,,,Loose requires at least one declaration of synchronization.,Missing,INTENDED,Synchronization Compatibility,RuntimeLevel,Engineering,LLMAssisted,Gap,,,True
2,Execution Constraint Mismatch,execution_constraints,Loose,Pattern-graded requirement,,,,Loose requires at least one side (or AB) to declare this.,Missing,INTENDED,Execution Ordering Compatibility,RuntimeLevel,Engineering,Deterministic,Gap,Deterministic check: Loose requires at least one side (or AB) to declare this.,Provide the missing metadata field(s) for both models before this constraint can be assessed.,True
2,Latency Expectation Mismatch,latency_expectations,Loose,Pattern-graded requirement,,,,Loose requires at least one side (or AB) to declare this.,Missing,INTENDED,Latency Compatibility,RuntimeLevel,Engineering,LLMAssisted,Gap,,,True
2,Operating Environment Mismatch,operating_system,Loose,Declared operating systems must overlap,,,,Operating system not declared on one or both sides.,Missing,INTENDED,Operating Environment Compatibility,RuntimeLevel,Technology,Deterministic,Gap,Deterministic check: Operating system not declared on one or both sides.,Provide the missing metadata field(s) for both models before this constraint can be assessed.,True
