group,bottleneck,field,pattern,required_check,A_value,B_value,AB_value,detail,result,ab_kind,constraint_template,constraint_category,rm_odp_viewpoint,evaluation_mode,verdict,explanation,adaptation,in_paper_appendix
3,Acknowledgment Protocol Mismatch,acknowledgment_protocols,Loose,Pattern-graded requirement,,,,Loose requires at least one side (or AB) to declare this.,Missing,INTEGRATED,Synchronization Compatibility,RuntimeLevel,Engineering,LLMAssisted,Gap,,,True
3,Communication Mechanism Mismatch,communication_mechanism,Loose,Pattern-graded requirement,,,,Both sides or AB canonical interface required.,Missing,INTEGRATED,Interface Compatibility,RuntimeLevel,Computational,LLMAssisted,Gap,,,True
3,Data Schema Mismatch,(A or B).input vs AB.input,Loose,(A or B).input ↔ AB.input (similarity>0),A.in:wind_u10 # m s^-1; wind_v10 # m s^-1; sea_ice_concentration # 0-1 optional; attenuation; drag regime; surface_current_u # m s^-1 optional; from ocean model; surface_current_v # m s^-1 optional; atmospheric winds; ice fields; optional ocean / ice modifiers; optional surface currents; sea-ice fraction for wave-current; wave-ice effects in coupled mode e.g.; ifs-ecwam-nemo framework .; 10 m wind u10; v10; sea-ice concentration attenuation; drag regime selection; bathymetry; coastlines | B.in:stokes_drift_surface_u # m s^-1; stokes_drift_surface_v # m s^-1; stokes_profile_scale # m^-1; inverse depth scale for stokes drift profile; wave_modified_stress_to_ocean # n m^-2 ratio or absolute water-side stress; wave_breaking_tke_flux # w m^-2; sea_ice_concentration # 0-1 from wave / ice system or external forcing; standard atmospheric forcing heat; freshwater; momentum; standard surface forcing plus wave-induced fields from a spectral wave model ecwam when wave coupling is active; provides surface stokes drift; parameters for the vertical stokes drift profile; sea-state dependent water-side stress; breaking-wave tke flux used as upper boundary conditions in nemo.; surface wind stress; heat / freshwater fluxes e.g.; era-interim; runoff; restoring fields; sea-ice fields if lim is enabled,,(none),max=0.00 | missing: AB.input,Missing,INTEGRATED,Variable Semantic Compatibility,InformationLevel,Information,LLMAssisted,Gap,,,True
3,Dimensionality Mismatch,dimensionality,Loose,Common exchanged variables align semantically (or a declared conversion bridges them),2d spatial + 2d spectral frequency × direction,3d,"3d ocean , 2d spectral waves",A<->B token-sim=0.00 (not aligned) and no resampling/conversion policy is declared.,Mismatch,INTEGRATED,Dimensionality Compatibility,InformationLevel,Information,Deterministic,Mismatch,Deterministic check: A<->B token-sim=0.00 (not aligned) and no resampling/conversion policy is declared.,Aggregate or disaggregate the exchanged variable to the dimensionality required by the receiving model.,True
3,Distribution Version Mismatch,distribution_version,Loose,Pattern-graded similarity/equality,cy38r1,v3.4 orca1l42 + lim2 configuration,2015 reference configuration orca1l42 + ecwam cy38r1,A↔B token-sim=0.00 (> 0.00),Mismatch,INTEGRATED,Execution Environment Compatibility,RuntimeLevel,Technology,LLMAssisted,Mismatch,,,True
3,File Format Mismatch,file_formats,Loose,Presence required,,,,Neither provides metadata.,Missing,INTEGRATED,Data Format Compatibility,InformationLevel,Information,Deterministic,Gap,Deterministic check: Neither provides metadata.,Provide the missing metadata field(s) for both models before this constraint can be assessed.,True
3,License Incompatibility,license,Loose,Pattern-graded requirement,"ecmwf license non-commercial research use, subject to ecmwf data policy",cecill-c nemo core,,A↔B token-sim=0.00 (> 0.00),Mismatch,INTEGRATED,License Compatibility,RuntimeLevel,Technology,LLMAssisted,Mismatch,,,True
3,Operating Environment Mismatch,operating_system,Loose,Declared operating systems must overlap,,,,Operating system not declared on one or both sides.,Missing,INTEGRATED,Operating Environment Compatibility,RuntimeLevel,Technology,Deterministic,Gap,Deterministic check: Operating system not declared on one or both sides.,Provide the missing metadata field(s) for both models before this constraint can be assessed.,True
3,Semantic Mismatch,Assumptions,Loose,Coverage threshold ≥ 0.50,"linear wave theory with parameterized source / sink terms; spectral representation in frequency-direction space; waves forced primarily by 10 m winds, dissipation via breaking, bottom friction; sea-state dependent drag formulation for air-sea momentum flux","boussinesq, hydrostatic primitive equations on a structured grid e.g., orca .; turbulence closures based on gls / tke schemes, additional empirical deep mixing etau may be applied.; surface boundary conditions combine air-sea fluxes and, in wave-aware runs, ecwam-derived stress, tke flux, stokes drift.; weak relaxation toward climatology at depth in some configurations.","stokes drift modifies upper-ocean momentum through the stokes-coriolis term.; wave breaking injects turbulence tke at the surface, enhancing upper-ocean mixing.; sea-state dependent stress alters momentum input into the ocean relative to air-side stress.; coupling fields can be exchanged at discrete intervals e.g., 3-hourly without fully synchronous time stepping.; grid remapping between ecwam, nemo and ifs preserves key flux integrals.","A→AB:0.14 (covered: air, breaking, dependent, momentum, state, wave) | B→AB:0.26 (covered: air, be, drift, ecwam, grid, mixing, stokes, stress, tke, turbulence, wave) | A∪B→AB:0.35 (covered: air, be, breaking, dependent, drift, ecwam, grid, mixing, momentum, state, stokes, stress, tke, turbulence, wave) | uncovered_AB: alters, between, can, coriolis, coupling, discrete, enhancing, exchanged, fully, hourly, ifs, injects, integrals, intervals, key, modifies, nemo, preserves, relative, remapping, side, stepping, synchronous, term, through, time, upper, without",Mismatch,INTEGRATED,Assumption Compatibility,PatternAgnostic,Domain,LLMAssisted,Mismatch,,,True
3,Semantic Mismatch,Description,Loose,Coverage threshold ≥ 0.50,"a third-generation spectral wave model developed by ecmwf to simulate surface gravity waves. it solves the wave action balance equation in frequency-direction space, computes the evolution of the wave spectrum, including energy input from wind, nonlinear interactions, dissipation by whitecapping, bottom friction, depth-induced breaking. in the breivik et al. 2015 configuration, ecwam provides stokes drift, water-side stress, turbulent kinetic energy tke flux to nemo.; growth, dissipation, nonlinear interaction coefficients, spectral discretization controls; atmospheric winds, ice fields, optional ocean / ice modifiers; optional surface currents, sea-ice fraction for wave-current, wave-ice effects in coupled mode e.g., ifs-ecwam-nemo framework .","a state-of-the-art ocean general circulation model for simulating the global ocean, including thermohaline circulation, upper-ocean mixing, sea ice. in the wave-aware configuration of breivik et al. 2015 , nemo ingests stokes drift, sea-state dependent water-side stress, wave-breaking turbulent kinetic energy tke flux from ecwam to represent surface wave effects on currents, mixing.; mixing, drag, coupling controls e.g., etau, langmuir, wave-related switches; standard surface forcing plus wave-induced fields from a spectral wave model ecwam when wave coupling is active; provides surface stokes drift, parameters for the vertical stokes drift profile, sea-state dependent water-side stress, breaking-wave tke flux used as upper boundary conditions in nemo.","a coupled wave-ocean modeling system integrating nemo ocean general circulation model , ecwam spectral wave model to account for surface wave effects in ocean dynamics. in the breivik et al. 2015 configuration, ecwam provides sea-state dependent surface stress, stokes drift, turbulent kinetic energy tke flux from breaking waves to nemo, which in turn updates upper-ocean temperature, currents, mixed layer depth. the system can be run in ocean-only forced mode nemo forced by ecwam fields derived from era-interim or as part of a fully coupled ifs-ecwam-nemo configuration.; coupling interval, selection of wave effects tauoc, wtke, stcor , mapping options between grids; stokes drift surface vector, profile parameters, wave-modified water-side stress, wave-breaking tke flux used as boundary conditions in nemo.; sea surface temperature, surface currents fed back to the atmospheric model ifs , indirectly influencing ecwam via changes in stress, roughness.","A→AB:0.35 (covered: 2015, al, atmospheric, breaking, breivik, configuration, currents, depth, drift, ecwam, effects, energy, et, ifs, kinetic, mode, nemo, provides, side, spectral, stokes, stress, tke, turbulent, water, wave, waves) | B→AB:0.43 (covered: 2015, al, boundary, breaking, breivik, circulation, conditions, configuration, coupling, currents, dependent, drift, ecwam, effects, energy, et, general, kinetic, nemo, parameters, profile, provides, side, spectral, state, stokes, stress, tke, turbulent, upper, used, water, wave) | A∪B→AB:0.49 (covered: 2015, al, atmospheric, boundary, breaking, breivik, circulation, conditions, configuration, coupling, currents, dependent, depth, drift, ecwam, effects, energy, et, general, ifs, kinetic, mode, nemo, parameters, profile, provides, side, spectral, state, stokes, stress, tke, turbulent, upper, used, water, wave, waves) | uncovered_AB: account, back, be, between, can, changes, derived, dynamics, era, fed, forced, fully, grids, indirectly, influencing, integrating, interim, interval, layer, mapping, mixed, modeling, modified, only, options, part, roughness, run, selection, stcor, system, tauoc, temperature, turn, updates, vector, via, which, wtke",Mismatch,INTEGRATED,(auxiliary) Semantic Mismatch / Description,PatternAgnostic,Domain,Deterministic,Mismatch,"Deterministic check: A→AB:0.35 (covered: 2015, al, atmospheric, breaking, breivik, configuration, currents, depth, drift, ecwam, effects, energy, et, ifs, kinetic, mode, nemo, provides, side, spectral, stokes, stress, tke, turbulent, water, wave, waves) | B→AB:0.43 (covered: 2015, al, boundary, breaking, breivik, circulation, conditions, configuration, coupling, currents, dependent, drift, ecwam, effects, energy, et, general, kinetic, nemo, parameters, profile, provides, side, spectral, state, stokes, stress, tke, turbulent, upper, used, water, wave) | A∪B→AB:0.49 (covered: 2015, al, atmospheric, boundary, breaking, breivik, circulation, conditions, configuration, coupling, currents, dependent, depth, drift, ecwam, effects, energy, et, general, ifs, kinetic, mode, nemo, parameters, profile, provides, side, spectral, state, stokes, stress, tke, turbulent, upper, used, water, wave, waves) | uncovered_AB: account, back, be, between, can, changes, derived, dynamics, era, fed, forced, fully, grids, indirectly, influencing, integrating, interim, interval, layer, mapping, mixed, modeling, modified, only, options, part, roughness, run, selection, stcor, system, tauoc, temperature, turn, updates, vector, via, which, wtke",Introduce an explicit mediation/adaptation step to resolve this incompatibility before integration.,False
3,Semantic Mismatch,Model Version,Loose,A or B must equal AB exactly,cy38r1 as used in breivik et al. 2015; 2015; v3.4,v3.4 configuration used in breivik et al. 2015; 2015; cy38r1,nemo v3.4 + ecwam cy38r1; 2015; cy38r1; v3.4,A==AB:×; B==AB:×,Mismatch,INTEGRATED,(auxiliary) Semantic Mismatch / Model Version,PatternAgnostic,Domain,Deterministic,Mismatch,Deterministic check: A==AB:×; B==AB:×,Introduce an explicit mediation/adaptation step to resolve this incompatibility before integration.,False
3,Semantic Mismatch,Purpose & Pattern,Loose,Coverage threshold ≥ 0.50,"simulate the ocean surface wave spectrum, provide wave-induced parameters for air-sea, wave-ocean interaction; standalone wave model, optionally coupled via flux / field exchange to atmosphere and / or ocean models","simulate 3d ocean currents, temperature, salinity, mixing, sea ice, with optional wave-aware upper-ocean physics; modular ocean core with optional coupling to waves, atmosphere via flux, field exchange","simulate realistic ocean dynamics including surface wave effects on mixing, momentum flux, upper-ocean structure; two-way earth-system coupling ifs-ecwam-nemo with direct flux forcing from the wave model to the ocean, indirect feedback from ocean currents, sst to the wave, atmospheric components.; loose","A→AB:0.08 (covered: simulate, wave) | B→AB:0.23 (covered: coupling, currents, mixing, simulate, upper, wave) | A∪B→AB:0.23 (covered: coupling, currents, mixing, simulate, upper, wave) | uncovered_AB: atmospheric, direct, dynamics, earth, ecwam, effects, feedback, forcing, ifs, including, indirect, loose, momentum, nemo, realistic, sst, structure, system, two, way",Mismatch,INTEGRATED,Purpose Compatibility,PatternAgnostic,Domain,LLMAssisted,Mismatch,,,True
3,Source Code Availability Gap,availability_of_source_code (A),Loose,Presence required,,,,A provides metadata,Missing,INTEGRATED,(auxiliary) Source Code Availability Gap / availability_of_source_code (A),RuntimeLevel,Technology,Deterministic,Gap,Deterministic check: A provides metadata,Provide the missing metadata field(s) for both models before this constraint can be assessed.,False
3,Unit Mismatch,A.output(stokes_drift_profile_parameters # e-folding depth / inverse scale m^-1) -> B.input(inverse depth scale for stokes drift profile),Loose,Both sides must declare a unit for the exchanged variable,,,,Unit not declared on one or both sides.,Missing,INTEGRATED,Unit Compatibility,InformationLevel,Information,Deterministic,Gap,Deterministic check: Unit not declared on one or both sides.,Provide the missing metadata field(s) for both models before this constraint can be assessed.,True
3,Unit Mismatch,A.output(stokes_drift_surface_u # m s^-1) -> B.input(stokes_drift_surface_u # m s^-1),Loose,Both sides must declare a unit for the exchanged variable,,As indicated inline,,Unit not declared on one or both sides.,Missing,INTEGRATED,Unit Compatibility,InformationLevel,Information,Deterministic,Gap,Deterministic check: Unit not declared on one or both sides.,Provide the missing metadata field(s) for both models before this constraint can be assessed.,True
3,Unit Mismatch,A.output(stokes_drift_surface_v # m s^-1) -> B.input(stokes_drift_surface_u # m s^-1),Loose,Both sides must declare a unit for the exchanged variable,,As indicated inline,,Unit not declared on one or both sides.,Missing,INTEGRATED,Unit Compatibility,InformationLevel,Information,Deterministic,Gap,Deterministic check: Unit not declared on one or both sides.,Provide the missing metadata field(s) for both models before this constraint can be assessed.,True
3,Unit Mismatch,A.output(wave_breaking_tke_flux # w m^-2) -> B.input(wave_breaking_tke_flux # w m^-2),Loose,Both sides must declare a unit for the exchanged variable,,,,Unit not declared on one or both sides.,Missing,INTEGRATED,Unit Compatibility,InformationLevel,Information,Deterministic,Gap,Deterministic check: Unit not declared on one or both sides.,Provide the missing metadata field(s) for both models before this constraint can be assessed.,True
3,Unit Mismatch,A.output(wave_modified_stress_to_ocean # n m^-2 water-side stress factor) -> B.input(wave_modified_stress_to_ocean # n m^-2 ratio or absolute water-side stress),Loose,Both sides must declare a unit for the exchanged variable,,,,Unit not declared on one or both sides.,Missing,INTEGRATED,Unit Compatibility,InformationLevel,Information,Deterministic,Gap,Deterministic check: Unit not declared on one or both sides.,Provide the missing metadata field(s) for both models before this constraint can be assessed.,True
3,Unit Mismatch,B.output(surface_current_u # m s^-1) -> A.input(surface_current_u # m s^-1 optional),Loose,Both sides must declare a unit for the exchanged variable,,,,Unit not declared on one or both sides.,Missing,INTEGRATED,Unit Compatibility,InformationLevel,Information,Deterministic,Gap,Deterministic check: Unit not declared on one or both sides.,Provide the missing metadata field(s) for both models before this constraint can be assessed.,True
3,Unit Mismatch,B.output(surface_current_v # m s^-1) -> A.input(surface_current_v # m s^-1 optional),Loose,Both sides must declare a unit for the exchanged variable,,,,Unit not declared on one or both sides.,Missing,INTEGRATED,Unit Compatibility,InformationLevel,Information,Deterministic,Gap,Deterministic check: Unit not declared on one or both sides.,Provide the missing metadata field(s) for both models before this constraint can be assessed.,True
