group,bottleneck,field,pattern,required_check,A_value,B_value,AB_value,detail,result,ab_kind,constraint_template,constraint_category,rm_odp_viewpoint,evaluation_mode,verdict,explanation,adaptation,in_paper_appendix
5,Communication Mechanism Mismatch,communication_mechanism,Integrated,Pattern-graded requirement,,,,Integrated requires both sides to declare mechanism.,Missing,INTEGRATED,Interface Compatibility,RuntimeLevel,Computational,LLMAssisted,Gap,,,True
5,Conceptual Quality Gap,Sensitivity Analysis,Integrated,Pattern-agnostic,,,,Neither provides metadata.,Missing,INTEGRATED,Conceptual Quality Evidence,PatternAgnostic,Domain,LLMAssisted,Gap,,,True
5,Conceptual Quality Gap,Uncertainty Analysis,Integrated,Pattern-agnostic,,,,Neither provides metadata.,Missing,INTEGRATED,Conceptual Quality Evidence,PatternAgnostic,Domain,LLMAssisted,Gap,,,True
5,Data Schema Mismatch,(A or B).input vs AB.input,Integrated,(A or B).input ↔ AB.input (similarity>0),A.in:sea_surface_temperature; sea_surface_salinity; ocean_surface_currents_u; ocean_surface_currents_v; ocean_mixed_layer_depth; downwelling_shortwave_radiation; downwelling_longwave_radiation; opa-provided surface fields; fluxes in-memory; physical ocean state; fluxes | B.in:ice_concentration; ice_thickness; snow_thickness; ice_ocean_freshwater_flux; ice_ocean_heat_flux; ice_ocean_momentum_stress; sea-ice fields; ice-ocean fluxes from lim in-memory; sea-ice state; fluxes,,(none),max=0.00 | missing: AB.input,Missing,INTEGRATED,Variable Semantic Compatibility,InformationLevel,Information,LLMAssisted,Gap,,,True
5,Data Schema Mismatch,(A or B).output vs AB.output,Integrated,(A or B).output ↔ AB.output (similarity>0),A.out:ice_concentration; ice_thickness; snow_thickness; ice_drift_u; ice_drift_v; surface_albedo; ice_ocean_freshwater_flux; ice_ocean_heat_flux; ice_ocean_momentum_stress | B.out:sea_surface_temperature; sea_surface_salinity; ocean_surface_currents_u; ocean_surface_currents_v; mixed_layer_depth; downwelling_shortwave_radiation; downwelling_longwave_radiation,,hydrodynamics; nutrients; phytoplankton; dissolved oxygen,max=0.00,Mismatch,INTEGRATED,Variable Semantic Compatibility,InformationLevel,Information,LLMAssisted,Mismatch,,,True
5,Dimensionality Mismatch,dimensionality,Integrated,Common exchanged variables align semantically (or a declared conversion bridges them),2d + multilayer vertical thermodynamics,3d,3d shyfem + 0d / 1d compartments wasp5,A<->B token-sim=0.00 (not aligned) and no resampling/conversion policy is declared.,Mismatch,INTEGRATED,Dimensionality Compatibility,InformationLevel,Information,Deterministic,Mismatch,Deterministic check: A<->B token-sim=0.00 (not aligned) and no resampling/conversion policy is declared.,Aggregate or disaggregate the exchanged variable to the dimensionality required by the receiving model.,True
5,Distribution Version Mismatch,distribution_version,Integrated,Exact equality required,orca2-lim 2005 application,8.2,1.0,Not equal.,Mismatch,INTEGRATED,Execution Environment Compatibility,RuntimeLevel,Technology,LLMAssisted,Mismatch,,,True
5,Execution Constraint Mismatch,execution_constraints,Integrated,Pattern-graded requirement,"shared orca2 grid, consistent timestep hierarchy, joint compilation in one executable.","orca2 grid consistency, sss restoring tuned for southern ocean stability.","time resolution of wasp5 must resolve shyfem output, mesh-to-compartment mapping required.",Integrated expects explicit sync/latency cues.,Mismatch,INTEGRATED,Execution Ordering Compatibility,RuntimeLevel,Engineering,Deterministic,Mismatch,Deterministic check: Integrated expects explicit sync/latency cues.,Adjust the invocation order/synchronization so it matches the dependency implied by the selected integration pattern.,True
5,File Format Mismatch,file_formats,Integrated,Presence required,,,,Neither provides metadata.,Missing,INTEGRATED,Data Format Compatibility,InformationLevel,Information,Deterministic,Gap,Deterministic check: Neither provides metadata.,Provide the missing metadata field(s) for both models before this constraint can be assessed.,True
5,Hardware Resource Mismatch,hardware_specification_and_requirements,Integrated,Pattern-graded similarity/equality,workstation to hpc,workstation to hpc,workstation or small cluster,"A↔B=1.00 (> 0.50), A↔AB=0.25 & B↔AB=0.25 (> 0.25)",Mismatch,INTEGRATED,Execution Environment Compatibility,RuntimeLevel,Technology,LLMAssisted,Mismatch,,,True
5,Landing Page Gap,landing_page (A),Integrated,Presence required,,,,A provides landing page,Missing,INTEGRATED,(auxiliary) Landing Page Gap / landing_page (A),RuntimeLevel,Technology,Deterministic,Gap,Deterministic check: A provides landing page,Provide the missing metadata field(s) for both models before this constraint can be assessed.,False
5,Landing Page Gap,landing_page (B),Integrated,Presence required,,,,B provides landing page,Missing,INTEGRATED,(auxiliary) Landing Page Gap / landing_page (B),RuntimeLevel,Technology,Deterministic,Gap,Deterministic check: B provides landing page,Provide the missing metadata field(s) for both models before this constraint can be assessed.,False
5,Operating Environment Mismatch,operating_system,Integrated,Declared operating systems must overlap,,,,Operating system not declared on one or both sides.,Missing,INTEGRATED,Operating Environment Compatibility,RuntimeLevel,Technology,Deterministic,Gap,Deterministic check: Operating system not declared on one or both sides.,Provide the missing metadata field(s) for both models before this constraint can be assessed.,True
5,Programming Language Incompatibility,programming_language,Integrated,Pattern-graded similarity/equality,fortran,fortran 90 / 95,fortran,"A↔B=0.33 (> 0.50), A↔AB=1.00 & B↔AB=0.33 (> 0.25)",Mismatch,INTEGRATED,Execution Environment Compatibility,RuntimeLevel,Technology,LLMAssisted,Mismatch,,,True
5,Semantic Mismatch,Assumptions,Integrated,Coverage threshold ≥ 0.50,"sea ice treated as a 2-d continuum with vp rheology; subgrid ice-thickness distribution approximated implicitly through h0, assumptions on conductivity; albedo parameterized using surface conditions snow, melt, thickness; snow-ice formation triggered when snow depresses freeboard below sea level","hydrostatic, boussinesq approximations; nonlinear thermodynamic equation of state; mesoscale eddies parameterized gm90; prognostic tke vertical mixing","one-way coupling no biogeochemical feedback into hydrodynamics; wasp5 compartments derived from shyfem mesh; hydrodynamic fields drive nutrient transport, transformation","A→AB:0.00 (covered: —) | B→AB:0.00 (covered: —) | A∪B→AB:0.00 (covered: —) | uncovered_AB: biogeochemical, compartments, coupling, derived, drive, feedback, hydrodynamic, hydrodynamics, mesh, no, nutrient, one, shyfem, transformation, transport, wasp5, way",Mismatch,INTEGRATED,Assumption Compatibility,PatternAgnostic,Domain,LLMAssisted,Mismatch,,,True
