group,bottleneck,field,pattern,required_check,A_value,B_value,AB_value,detail,result,ab_kind,constraint_template,constraint_category,rm_odp_viewpoint,evaluation_mode,verdict,explanation,adaptation,in_paper_appendix
9,Communication Mechanism Mismatch,communication_mechanism,Loose,Pattern-graded requirement,,,,Both sides or AB canonical interface required.,Missing,INTEGRATED,Interface Compatibility,RuntimeLevel,Computational,LLMAssisted,Gap,,,True
9,Distribution Version Mismatch,distribution_version,Loose,Pattern-graded similarity/equality,v4,v1.3,v2,A↔B token-sim=0.00 (> 0.00),Mismatch,INTEGRATED,Execution Environment Compatibility,RuntimeLevel,Technology,LLMAssisted,Mismatch,,,True
9,File Format Mismatch,file_formats,Loose,Presence required,,,,Neither provides metadata.,Missing,INTEGRATED,Data Format Compatibility,InformationLevel,Information,Deterministic,Gap,Deterministic check: Neither provides metadata.,Provide the missing metadata field(s) for both models before this constraint can be assessed.,True
9,Operating Environment Mismatch,operating_system,Loose,Declared operating systems must overlap,,,,Operating system not declared on one or both sides.,Missing,INTEGRATED,Operating Environment Compatibility,RuntimeLevel,Technology,Deterministic,Gap,Deterministic check: Operating system not declared on one or both sides.,Provide the missing metadata field(s) for both models before this constraint can be assessed.,True
9,Semantic Mismatch,Assumptions,Loose,Coverage threshold ≥ 0.50,"hydrostatic balance in the dynamical core; spherical harmonics basis for the spectral core; radiative forcing from prescribed or interactive greenhouse gases, aerosols; surface lower boundary provided by an ogcm ncom1.3 or prescribed sst / sic","boussinesq, hydrostatic approximations; no explicit tides or coastal fine-scale processes in standard global configurations; bulk formulae for air-sea fluxes received from atmosphere via coupler","hydrostatic atmosphere, ocean components; flux-based coupling between agcm, ogcm at fixed coupling timesteps; aerosol perturbations influence radiative transfer, cloud microphysics in the atmosphere; ocean, atmosphere share a common calendar, coupling period","A→AB:0.15 (covered: hydrostatic, ogcm, radiative) | B→AB:0.10 (covered: atmosphere, hydrostatic) | A∪B→AB:0.20 (covered: atmosphere, hydrostatic, ogcm, radiative) | uncovered_AB: aerosol, agcm, based, between, calendar, cloud, common, coupling, fixed, influence, microphysics, period, perturbations, share, timesteps, transfer",Mismatch,INTEGRATED,Assumption Compatibility,PatternAgnostic,Domain,LLMAssisted,Mismatch,,,True
9,Semantic Mismatch,Description,Loose,Coverage threshold ≥ 0.50,"spectral atmospheric general circulation model used as the atmospheric component of the canesm2 earth system model. simulates global atmospheric dynamics, radiation, cloud microphysics, boundary-layer processes, exchanges surface fluxes, lower-boundary fields with the ocean model ncom1.3 via the canesm2 internal coupler.; fortran compiler, mpi, netcdf, canesm2 internal coupler infrastructure; ocean lower-boundary, sea-ice fields from ncom1.3 provided via the canesm2 internal coupler when running in coupled mode, prescribed sst / sic fields when run in atmosphere-only mode.","three-dimensional ocean general circulation model simulating currents, temperature, salinity, mixing, sea ice in the canesm2 framework. acts as the ocean component coupled to canam4 via the internal canesm2 coupler, receiving atmospheric surface forcing, returning sea surface state, sea-ice fields.; compiled as part of canesm2 with mpi, netcdf, internal coupler support; atmospheric surface forcing from canam4 exchanged via the canesm2 internal coupler, including momentum, heat, freshwater fluxes, related surface fields.; atmospheric surface fluxes, pressure forcing for ocean surface boundary conditions via canesm2 coupler","the canadian earth system model version 2 canesm2 integrates the canam4 atmospheric model with the ncom1.3 ocean model via an internal coupler. the coupled system simulates global climate dynamics, including the surface response to stratospheric aerosol changes, by exchanging fluxes, state variables between the atmosphere, ocean components on synchronized coupling intervals.; ncom1.3, canam4 components, canesm2 coupler, netcdf, mpi; external forcing datasets ghgs, aerosols, solar, land use , initialization fields for atmosphere, ocean, internal two-way flux, state exchange between canam4, ncom1.3 via coupler.","A→AB:0.35 (covered: atmosphere, atmospheric, canesm2, coupler, dynamics, earth, global, internal, mpi, ncom1, netcdf, simulates, system, via) | B→AB:0.28 (covered: atmospheric, canam4, canesm2, coupler, forcing, including, internal, mpi, netcdf, state, via) | A∪B→AB:0.45 (covered: atmosphere, atmospheric, canam4, canesm2, coupler, dynamics, earth, forcing, global, including, internal, mpi, ncom1, netcdf, simulates, state, system, via) | uncovered_AB: aerosol, aerosols, between, canadian, changes, climate, coupling, exchanging, external, ghgs, initialization, integrates, intervals, land, response, solar, stratospheric, synchronized, two, use, version, way",Mismatch,INTEGRATED,(auxiliary) Semantic Mismatch / Description,PatternAgnostic,Domain,Deterministic,Mismatch,"Deterministic check: A→AB:0.35 (covered: atmosphere, atmospheric, canesm2, coupler, dynamics, earth, global, internal, mpi, ncom1, netcdf, simulates, system, via) | B→AB:0.28 (covered: atmospheric, canam4, canesm2, coupler, forcing, including, internal, mpi, netcdf, state, via) | A∪B→AB:0.45 (covered: atmosphere, atmospheric, canam4, canesm2, coupler, dynamics, earth, forcing, global, including, internal, mpi, ncom1, netcdf, simulates, state, system, via) | uncovered_AB: aerosol, aerosols, between, canadian, changes, climate, coupling, exchanging, external, ghgs, initialization, integrates, intervals, land, response, solar, stratospheric, synchronized, two, use, version, way",Introduce an explicit mediation/adaptation step to resolve this incompatibility before integration.,False
9,Semantic Mismatch,Keywords,Loose,Coverage threshold ≥ 0.50,atmospheric model; spectral gcm; radiation; cloud processes; climate modeling; canesm2,ocean model; ogcm; climate model; canesm2; marine processes,earth system model; climate modeling; atmosphere-ocean coupling; stratospheric aerosols; surface temperature; canesm2,"A→AB:0.30 (covered: canesm2, climate, modeling) | B→AB:0.20 (covered: canesm2, climate) | A∪B→AB:0.30 (covered: canesm2, climate, modeling) | uncovered_AB: aerosols, atmosphere, coupling, earth, stratospheric, system, temperature",Mismatch,INTEGRATED,(auxiliary) Semantic Mismatch / Keywords,PatternAgnostic,Domain,Deterministic,Mismatch,"Deterministic check: A→AB:0.30 (covered: canesm2, climate, modeling) | B→AB:0.20 (covered: canesm2, climate) | A∪B→AB:0.30 (covered: canesm2, climate, modeling) | uncovered_AB: aerosols, atmosphere, coupling, earth, stratospheric, system, temperature",Introduce an explicit mediation/adaptation step to resolve this incompatibility before integration.,False
9,Semantic Mismatch,Model Version,Loose,A or B must equal AB exactly,v4,v1.3; v4,v2,A==AB:×; B==AB:×,Mismatch,INTEGRATED,(auxiliary) Semantic Mismatch / Model Version,PatternAgnostic,Domain,Deterministic,Mismatch,Deterministic check: A==AB:×; B==AB:×,Introduce an explicit mediation/adaptation step to resolve this incompatibility before integration.,False
9,Semantic Mismatch,Purpose & Pattern,Loose,Coverage threshold ≥ 0.50,"simulate atmospheric circulation, energy-moisture balance in an earth system framework; spectral dynamical core with parameterized physics, loose atmosphere-ocean coupling via coupler","simulate large-scale oceanic processes, storage of heat, freshwater in coupled climate modeling; grid-based ocean gcm with vertical mixing schemes, loose coupling to atmosphere via coupler","simulate climate response to internal variability, external forcings in a coupled aogcm framework; integrated atmosphere-ocean coupling via internal coupler with loose component integration; loose","A→AB:0.40 (covered: atmosphere, coupler, coupling, loose, simulate, via) | B→AB:0.47 (covered: atmosphere, climate, coupler, coupling, loose, simulate, via) | A∪B→AB:0.47 (covered: atmosphere, climate, coupler, coupling, loose, simulate, via) | uncovered_AB: aogcm, external, forcings, integrated, integration, internal, response, variability",Mismatch,INTEGRATED,Purpose Compatibility,PatternAgnostic,Domain,LLMAssisted,Mismatch,,,True
9,Semantic Mismatch,Title,Loose,Coverage threshold ≥ 0.50,"canadian atmospheric model version 4 canam4; fyfe, j.c.","ncar community ocean model version 1.3 ncom1.3; fyfe, j.c.","integrated canesm2 climate modeling system; fyfe, j.c.","A→AB:0.17 (covered: fyfe) | B→AB:0.17 (covered: fyfe) | A∪B→AB:0.17 (covered: fyfe) | uncovered_AB: canesm2, climate, integrated, modeling, system",Mismatch,INTEGRATED,(auxiliary) Semantic Mismatch / Title,PatternAgnostic,Domain,Deterministic,Mismatch,"Deterministic check: A→AB:0.17 (covered: fyfe) | B→AB:0.17 (covered: fyfe) | A∪B→AB:0.17 (covered: fyfe) | uncovered_AB: canesm2, climate, integrated, modeling, system",Introduce an explicit mediation/adaptation step to resolve this incompatibility before integration.,False
9,Source Code Availability Gap,availability_of_source_code (A),Loose,Presence required,,,,A provides metadata,Missing,INTEGRATED,(auxiliary) Source Code Availability Gap / availability_of_source_code (A),RuntimeLevel,Technology,Deterministic,Gap,Deterministic check: A provides metadata,Provide the missing metadata field(s) for both models before this constraint can be assessed.,False
9,Spatial Resolution Mismatch,spatial_resolution,Loose,Common exchanged variables align semantically (or a declared conversion bridges them),t63 ~2.8° × 2.8°,"1.4° × 1.4°, 40 vertical levels","atmosphere, t63 ~2.8° , ocean, ~1.4° × 1.4°",A<->B token-sim=0.00 (not aligned) and no resampling/conversion policy is declared.,Mismatch,INTEGRATED,Spatial Resolution Compatibility,InformationLevel,Information,Deterministic,Mismatch,Deterministic check: A<->B token-sim=0.00 (not aligned) and no resampling/conversion policy is declared.,Regrid/aggregate the exchanged variable to the spatial resolution required by the receiving model.,True
9,Temporal Resolution Mismatch,time_steps_temporal_resolution,Loose,Common exchanged variables align semantically (or a declared conversion bridges them),30 min - 1 hr,hourly to daily model time steps,"30 min atmosphere to daily coupling, diagnostics",A<->B token-sim=0.00 (not aligned) and no resampling/conversion policy is declared.,Mismatch,INTEGRATED,Temporal Resolution Compatibility,InformationLevel,Information,Deterministic,Mismatch,Deterministic check: A<->B token-sim=0.00 (not aligned) and no resampling/conversion policy is declared.,Resample the exchanged variable to the temporal resolution required by the receiving model.,True
9,Unit Mismatch,A.output(downwelling par at surface optional) -> B.input(downwelling par at surface optional),Loose,Both sides must declare a unit for the exchanged variable,,,,Unit not declared on one or both sides.,Missing,INTEGRATED,Unit Compatibility,InformationLevel,Information,Deterministic,Gap,Deterministic check: Unit not declared on one or both sides.,Provide the missing metadata field(s) for both models before this constraint can be assessed.,True
9,Unit Mismatch,A.output(evaporation rate e) -> B.input(evaporation rate e),Loose,Both sides must declare a unit for the exchanged variable,,,,Unit not declared on one or both sides.,Missing,INTEGRATED,Unit Compatibility,InformationLevel,Information,Deterministic,Gap,Deterministic check: Unit not declared on one or both sides.,Provide the missing metadata field(s) for both models before this constraint can be assessed.,True
9,Unit Mismatch,A.output(freshwater flux p_minus_e) -> B.input(freshwater flux p_minus_e),Loose,Both sides must declare a unit for the exchanged variable,,,,Unit not declared on one or both sides.,Missing,INTEGRATED,Unit Compatibility,InformationLevel,Information,Deterministic,Gap,Deterministic check: Unit not declared on one or both sides.,Provide the missing metadata field(s) for both models before this constraint can be assessed.,True
9,Unit Mismatch,A.output(latent heat flux q_lat) -> B.input(latent heat flux q_lat),Loose,Both sides must declare a unit for the exchanged variable,,,,Unit not declared on one or both sides.,Missing,INTEGRATED,Unit Compatibility,InformationLevel,Information,Deterministic,Gap,Deterministic check: Unit not declared on one or both sides.,Provide the missing metadata field(s) for both models before this constraint can be assessed.,True
9,Unit Mismatch,A.output(mean sea level pressure mslp) -> B.input(mean sea level pressure mslp),Loose,Both sides must declare a unit for the exchanged variable,,,,Unit not declared on one or both sides.,Missing,INTEGRATED,Unit Compatibility,InformationLevel,Information,Deterministic,Gap,Deterministic check: Unit not declared on one or both sides.,Provide the missing metadata field(s) for both models before this constraint can be assessed.,True
9,Unit Mismatch,A.output(net longwave radiation at surface lw_down) -> B.input(net longwave radiation at surface lw_down),Loose,Both sides must declare a unit for the exchanged variable,,,,Unit not declared on one or both sides.,Missing,INTEGRATED,Unit Compatibility,InformationLevel,Information,Deterministic,Gap,Deterministic check: Unit not declared on one or both sides.,Provide the missing metadata field(s) for both models before this constraint can be assessed.,True
9,Unit Mismatch,A.output(precipitation rate p) -> B.input(precipitation rate p),Loose,Both sides must declare a unit for the exchanged variable,,,,Unit not declared on one or both sides.,Missing,INTEGRATED,Unit Compatibility,InformationLevel,Information,Deterministic,Gap,Deterministic check: Unit not declared on one or both sides.,Provide the missing metadata field(s) for both models before this constraint can be assessed.,True
9,Unit Mismatch,A.output(runoff flux r optional) -> B.input(runoff flux r optional),Loose,Both sides must declare a unit for the exchanged variable,,,,Unit not declared on one or both sides.,Missing,INTEGRATED,Unit Compatibility,InformationLevel,Information,Deterministic,Gap,Deterministic check: Unit not declared on one or both sides.,Provide the missing metadata field(s) for both models before this constraint can be assessed.,True
9,Unit Mismatch,A.output(sensible heat flux q_sens) -> B.input(sensible heat flux q_sens),Loose,Both sides must declare a unit for the exchanged variable,,,,Unit not declared on one or both sides.,Missing,INTEGRATED,Unit Compatibility,InformationLevel,Information,Deterministic,Gap,Deterministic check: Unit not declared on one or both sides.,Provide the missing metadata field(s) for both models before this constraint can be assessed.,True
9,Unit Mismatch,B.output(sea ice concentration sic) -> A.input(sea ice concentration sic),Loose,Both sides must declare a unit for the exchanged variable,,0–1 (fraction),,Unit not declared on one or both sides.,Missing,INTEGRATED,Unit Compatibility,InformationLevel,Information,Deterministic,Gap,Deterministic check: Unit not declared on one or both sides.,Provide the missing metadata field(s) for both models before this constraint can be assessed.,True
9,Unit Mismatch,B.output(sea ice thickness sith) -> A.input(sea ice thickness sith optional),Loose,Both sides must declare a unit for the exchanged variable,,m,,Unit not declared on one or both sides.,Missing,INTEGRATED,Unit Compatibility,InformationLevel,Information,Deterministic,Gap,Deterministic check: Unit not declared on one or both sides.,Provide the missing metadata field(s) for both models before this constraint can be assessed.,True
9,Unit Mismatch,B.output(sea surface height ssh) -> A.input(sea surface height ssh optional),Loose,Both sides must declare a unit for the exchanged variable,0–1 (fraction),,,Unit not declared on one or both sides.,Missing,INTEGRATED,Unit Compatibility,InformationLevel,Information,Deterministic,Gap,Deterministic check: Unit not declared on one or both sides.,Provide the missing metadata field(s) for both models before this constraint can be assessed.,True
9,Unit Mismatch,B.output(v_ocean) -> A.input(v_ocean),Loose,Both sides must declare a unit for the exchanged variable,m,,,Unit not declared on one or both sides.,Missing,INTEGRATED,Unit Compatibility,InformationLevel,Information,Deterministic,Gap,Deterministic check: Unit not declared on one or both sides.,Provide the missing metadata field(s) for both models before this constraint can be assessed.,True
