group,bottleneck,field,pattern,required_check,A_value,B_value,AB_value,detail,result,ab_kind,constraint_template,constraint_category,rm_odp_viewpoint,evaluation_mode,verdict,explanation,adaptation,in_paper_appendix
6,Acknowledgment Protocol Mismatch,acknowledgment_protocols,Embedded,Pattern-graded requirement,embedded component attribution; cite xiao et al. 2016 for lake improvements,"use of the scheme should cite subin et al. clm lake scheme , xiao et al. 2016 for wrf-lake integration, follow wrf / clm acknowledgment guidelines.",,"Embedded requires A, B, and AB to declare this.",Missing,INTEGRATED,Synchronization Compatibility,RuntimeLevel,Engineering,LLMAssisted,Gap,,,True
6,Communication Mechanism Mismatch,communication_mechanism,Embedded,Pattern-graded requirement,,,,"Embedded requires A, B, and AB to declare mechanism.",Missing,INTEGRATED,Interface Compatibility,RuntimeLevel,Computational,LLMAssisted,Gap,,,True
6,Data Schema Mismatch,(A or B).input vs AB.input,Embedded,(A or B).input ↔ AB.input (similarity>0),A.in:lake_skin_temperature; lake_ice_fraction; lake_ice_thickness; lake_surface_albedo; surface_roughness_length_water; upward_sensible_heat_flux; upward_latent_heat_flux; upward_longwave_radiation; reflected_shortwave_radiation; surface_evaporation_rate; lake_snow_depth; embedded lake column → wrf surface layer b → a; 1-d lake column embedded in wrf | B.in:air_temperature_2m; specific_humidity_2m; wind_speed_10m; wind_u10; wind_v10; surface_pressure; downwelling_shortwave_radiation; downwelling_longwave_radiation; precipitation_rain_rate; precipitation_snow_rate; near_surface_air_density; reference_height_wind; near-surface meteorology; radiative forcing from wrf a → b; in-memory .; host atmosphere providing meteorology; radiation to the lake column,,land_use_class_per_parcel; management_intensity; parcel_area; agent_id,max=0.00,Mismatch,INTEGRATED,Variable Semantic Compatibility,InformationLevel,Information,LLMAssisted,Mismatch,,,True
6,Data Schema Mismatch,(A or B).output vs AB.output,Embedded,(A or B).output ↔ AB.output (similarity>0),A.out:air_temperature_2m; specific_humidity_2m; wind_u10; wind_v10; surface_pressure; downwelling_shortwave_radiation; downwelling_longwave_radiation; precipitation_rain_rate; precipitation_snow_rate; near_surface_air_density | B.out:lake_skin_temperature; lake_ice_fraction; lake_ice_thickness; lake_surface_albedo; surface_roughness_length_water; upward_sensible_heat_flux; upward_latent_heat_flux; upward_longwave_radiation; reflected_shortwave_radiation; surface_evaporation_rate; lake_snow_depth,,land_use_map; carbon_storage; erosion_control; agricultural_yield,max=0.00,Mismatch,INTEGRATED,Variable Semantic Compatibility,InformationLevel,Information,LLMAssisted,Mismatch,,,True
6,Distribution Version Mismatch,distribution_version,Embedded,Presence required,,embedded with wrf v3.6+,1.0,Only one side provides metadata.,Missing,INTEGRATED,Execution Environment Compatibility,RuntimeLevel,Technology,LLMAssisted,Gap,,,True
6,Error Handling Mismatch,error_handling,Embedded,Pattern-graded requirement,numerical stability checks; restart mechanism; boundary-condition consistency checks,"numerical stability checks, non-negative thickness enforcement, energy-balance diagnostics, failures trigger wrf restart / log messages but no autonomous recovery.","input validation on parcel ids, land-use categories, es table lookups, invalid or missing values fall back to defaults, are logged for post-run diagnostics.","A↔AB=0.00, B↔AB=0.03 (>0 required).",Mismatch,INTEGRATED,Error-Handling Compatibility,RuntimeLevel,Computational,LLMAssisted,Mismatch,,,True
6,File Format Mismatch,file_formats,Embedded,Presence required,,,,Neither provides metadata.,Missing,INTEGRATED,Data Format Compatibility,InformationLevel,Information,Deterministic,Gap,Deterministic check: Neither provides metadata.,Provide the missing metadata field(s) for both models before this constraint can be assessed.,True
6,Hardware Resource Mismatch,hardware_specification_and_requirements,Embedded,Exact equality required,hpc cluster or large workstation,same as host wrf mpi-parallel cluster or hpc,"standard desktop or workstation, multicore optional for batch scenario runs.",Not equal.,Mismatch,INTEGRATED,Execution Environment Compatibility,RuntimeLevel,Technology,LLMAssisted,Mismatch,,,True
6,Landing Page Gap,landing_page (A),Embedded,Presence required,,,,A provides landing page,Missing,INTEGRATED,(auxiliary) Landing Page Gap / landing_page (A),RuntimeLevel,Technology,Deterministic,Gap,Deterministic check: A provides landing page,Provide the missing metadata field(s) for both models before this constraint can be assessed.,False
6,Landing Page Gap,landing_page (B),Embedded,Presence required,,,,B provides landing page,Missing,INTEGRATED,(auxiliary) Landing Page Gap / landing_page (B),RuntimeLevel,Technology,Deterministic,Gap,Deterministic check: B provides landing page,Provide the missing metadata field(s) for both models before this constraint can be assessed.,False
6,Latency Expectation Mismatch,latency_expectations,Embedded,Pattern-graded requirement,low,,"low latency, batch-style exchange at annual timesteps, no real-time constraints.","Embedded requires A, B, and AB to declare this.",Missing,INTEGRATED,Latency Compatibility,RuntimeLevel,Engineering,LLMAssisted,Gap,,,True
6,License Incompatibility,license,Embedded,Pattern-graded requirement,gpl,"inherited from wrf / clm components academic, non-osi .",,Exact equality required at Embedded.,Mismatch,INTEGRATED,License Compatibility,RuntimeLevel,Technology,LLMAssisted,Mismatch,,,True
6,Operating Environment Mismatch,operating_system,Embedded,Declared operating systems must overlap,,,,Operating system not declared on one or both sides.,Missing,INTEGRATED,Operating Environment Compatibility,RuntimeLevel,Technology,Deterministic,Gap,Deterministic check: Operating system not declared on one or both sides.,Provide the missing metadata field(s) for both models before this constraint can be assessed.,True
6,Parallel Execution Incompatibility,parallel_execution,Embedded,Pattern-graded requirement,,true,,"Embedded requires A, B, and AB to declare this.",Missing,INTEGRATED,Execution Constraint Compatibility,RuntimeLevel,Engineering,LLMAssisted,Gap,,,True
6,Programming Language Incompatibility,programming_language,Embedded,Exact equality required,native_c_cpp_fortran_family; python_r_cpp_family,fortran,netlogo; python,Not equal.,Mismatch,INTEGRATED,Execution Environment Compatibility,RuntimeLevel,Technology,LLMAssisted,Mismatch,,,True
6,Semantic Mismatch,Assumptions,Embedded,Coverage threshold ≥ 0.50,hydrostatic or nonhydrostatic depending on namelist configuration; terrain-following eta coordinate; horizontally homogeneous 1-d lake columns at water grid points,"horizontally homogeneous lake column per atmospheric grid cell 1-d vertical structure; eddy diffusivity parameterized with optional enhanced mixing for deep lakes; dynamic surface albedo with explicit ice / snow processes; lake thermodynamics forced solely by host near-surface meteorology, radiation","land use, management fully determine es outputs at the parcel scale.; agents incorporate es indicators or valuations in their utility functions.; lookup tables or response surfaces for es are representative of underlying processes.; policy scenarios, behavioural rules remain stationary within a simulation.","A→AB:0.00 (covered: —) | B→AB:0.03 (covered: processes) | A∪B→AB:0.03 (covered: processes) | uncovered_AB: agents, are, behavioural, determine, es, fully, functions, incorporate, indicators, land, lookup, management, parcel, policy, remain, representative, response, rules, scale, scenarios, simulation, stationary, surfaces, tables, their, underlying, use, utility, valuations, within",Mismatch,INTEGRATED,Assumption Compatibility,PatternAgnostic,Domain,LLMAssisted,Mismatch,,,True
6,Semantic Mismatch,Description,Embedded,Coverage threshold ≥ 0.50,"nonhydrostatic mesoscale atmospheric model providing near-surface meteorology, radiation, turbulent flux drivers to an embedded 1-d lake-ice-snow column. the lake scheme returns prognostic lake surface temperature, ice, snow, fluxes as a lower boundary condition to wrf’s surface layer. improvements from xiao et al. 2016 include dynamic albedo, enhanced eddy diffusivity, snow-over-ice processes, reducing lake-surface-temperature, ice biases.; embedded lake column → wrf surface layer b → a; 1-d lake column embedded in wrf","a 1-d thermal diffusion lake column with layered water, ice, snow, sediment. the scheme computes lake surface temperature, ice / snow evolution, air-lake fluxes in response to wrf near-surface meteorology, radiation. it is embedded as a surface tile in wrf, exchanging state, fluxes in-memory at each physics time step.; built as part of wrf physics, no external coupler required at runtime.; near-surface meteorology, radiative forcing from wrf a → b, in-memory .; host atmosphere providing meteorology, radiation to the lake column","a spatially explicit integrated model that couples an agent-based land-use model with an ecosystem services es meta-model. agents make land-use decisions on a parcel-based landscape, their decisions update land cover, which is passed to the es module to compute indicators such as carbon storage, erosion control, crop yield. updated es scores feed back into agent decision-making in an iterative loop.; requires an abm platform e.g., netlogo plus a scripting / analysis environment for es evaluation.; annual parcel-based land-use / management maps, attributes from the agent-based model.","A→AB:0.00 (covered: —) | B→AB:0.02 (covered: is) | A∪B→AB:0.02 (covered: is) | uncovered_AB: abm, agent, agents, analysis, annual, attributes, back, based, carbon, compute, control, couples, cover, crop, decision, decisions, ecosystem, environment, erosion, es, evaluation, explicit, feed, indicators, integrated, iterative, land, landscape, loop, make, making, management, maps, meta, module, netlogo, parcel, passed, platform, requires, scores, scripting, services, spatially, storage, such, that, their, update, updated, use, which, yield",Mismatch,INTEGRATED,(auxiliary) Semantic Mismatch / Description,PatternAgnostic,Domain,Deterministic,Mismatch,"Deterministic check: A→AB:0.00 (covered: —) | B→AB:0.02 (covered: is) | A∪B→AB:0.02 (covered: is) | uncovered_AB: abm, agent, agents, analysis, annual, attributes, back, based, carbon, compute, control, couples, cover, crop, decision, decisions, ecosystem, environment, erosion, es, evaluation, explicit, feed, indicators, integrated, iterative, land, landscape, loop, make, making, management, maps, meta, module, netlogo, parcel, passed, platform, requires, scores, scripting, services, spatially, storage, such, that, their, update, updated, use, which, yield",Introduce an explicit mediation/adaptation step to resolve this incompatibility before integration.,False
6,Semantic Mismatch,Keywords,Embedded,Coverage threshold ≥ 0.50,regional atmosphere; boundary layer; surface fluxes; radiation; lake-atmosphere interaction; wrf-lake,lake column; thermal diffusion; ice / snow on lakes; surface fluxes; dynamic albedo; wrf-lake,land-use change; agent-based modeling; ecosystem services; model integration; environmental decision-making,"A→AB:0.00 (covered: —) | B→AB:0.00 (covered: —) | A∪B→AB:0.00 (covered: —) | uncovered_AB: agent, based, change, decision, ecosystem, environmental, integration, land, making, modeling, services, use",Mismatch,INTEGRATED,(auxiliary) Semantic Mismatch / Keywords,PatternAgnostic,Domain,Deterministic,Mismatch,"Deterministic check: A→AB:0.00 (covered: —) | B→AB:0.00 (covered: —) | A∪B→AB:0.00 (covered: —) | uncovered_AB: agent, based, change, decision, ecosystem, environmental, integration, land, making, modeling, services, use",Introduce an explicit mediation/adaptation step to resolve this incompatibility before integration.,False
6,Semantic Mismatch,Model Version,Embedded,A or B must equal AB exactly,3.6+; clm4.5 lake,clm4.5 lake scheme as embedded in wrf v3.6+; 3.6+,1.0,A==AB:×; B==AB:×,Mismatch,INTEGRATED,(auxiliary) Semantic Mismatch / Model Version,PatternAgnostic,Domain,Deterministic,Mismatch,Deterministic check: A==AB:×; B==AB:×,Introduce an explicit mediation/adaptation step to resolve this incompatibility before integration.,False
6,Semantic Mismatch,Purpose & Pattern,Embedded,Coverage threshold ≥ 0.50,"simulate atmospheric circulation, air-lake energy / moisture exchange; embedded tile-based coupling between atmospheric physics, 1-d lake column","provide physically consistent lower-boundary lake state, fluxes to the host atmosphere; layered 1-d column with prognostic temperature profiles embedded as a surface tile","assess how land-use dynamics impact ecosystem services under different policy, behavioural, valuation scenarios.; iterative feedback coupling abm → es → abm; embedded","A→AB:0.11 (covered: coupling, embedded) | B→AB:0.05 (covered: embedded) | A∪B→AB:0.11 (covered: coupling, embedded) | uncovered_AB: abm, assess, behavioural, different, dynamics, ecosystem, es, feedback, how, impact, iterative, land, policy, scenarios, services, use, valuation",Mismatch,INTEGRATED,Purpose Compatibility,PatternAgnostic,Domain,LLMAssisted,Mismatch,,,True
